"No.","Rubro","Ejercicio","NOM_MUN","Inversión","Habitantes beneficiados","Obra"
"1276","Vialidades Urbanas",2023,"Tizayuca",7338700.76,NA,"Pavimentación asfáltica circuito Pirules; municipio de Tizayuca."
"1277","Vialidades Urbanas",2023,"Tizayuca",22171868.39,60265,"Pavimentación de concreto hidráulico en el acceso a Huitzila; tramo: E.C. Carr. México - Pachuca a la calle Campeche; en el municipio de Tizayuca."
"1278","Infraestructura Hídrica",2022,"Tizayuca",2831115.94,120960,"Inversión de 2.8 mdp en la adquisición de 6 macromedidores para pozos; tanques y cárcamos principales de Matilde y Tizayuca."
"1279","Infraestructura Hídrica",2022,"Tizayuca",1051284.2451897,NA,"Inversión de 3 mdp en la adquisición de 5 equipos de bombeo de Tizayuca; Téllez y Pachuca."
"1280","Infraestructura Hídrica",2024,"Tizayuca",1.4e+07,60265,"Adecuación al tren de piezas de pozos del acueducto Tizayuca."
"1281","Vialidades Urbanas",2024,"Tizayuca",3191190.19,8361,"Construcción de calle en la localidad de Tepojaco; en el municipio de Tizayuca"
"1282","Infraestructura Carretera",2023,"Tlahuelilpan",14508854.98,8657,"Reconstrucción de la C.E. Mixquiahuala - Tula (paso por Tlahuelilpan)."
"1283","Espacios Públicos",2023,"Tlahuelilpan",2905405.09,NA,"Rehabilitación de Centro Gerontológico Integral de Tlahuelilpan"
"1284","Infraestructura Hídrica",2024,"Tlahuelilpan",504447.152320769,0,"Actualización del proyecto ejecutivo para el saneamiento de los Ríos Tula y Salado; primera etapa"
"1285","Infraestructura Carretera",2025,"Tlahuelilpan",22779719.81,NA,"Rehabilitación de pavimento libramiento Tlahuelilpan; segunda etapa; en el municipio de Tlahuelilpan"
"1286","Infraestructura Carretera",2024,"Tlahuelilpan",8113365.41,8657,"Rehabilitación de pavimento libramiento Tlahuelilpan."
"1287","Infraestructura Carretera",2024,"Tlahuiltepa",8900000,NA,"Construye tu camino del tramo Las Manzanas - El Roble; en el municipio de Tlahuiltepa."
"1288","Infraestructura Hídrica",2024,"Tlahuiltepa",950774.43,87,"Construcción de el Sistema de Agua Potable de la localidad de Cerro Chato; Municipal de Tlahuiltepa; estado de Hidalgo."
"1289","Vialidades Urbanas",2022,"Tlahuiltepa",991756.8,306,"Construcción de pavimentación hidráulica acceso principal en la localidad de San Andrés Miraflores; municipio de Tlahuiltepa"
"1290","Infraestructura Carretera",2022,"Tlahuiltepa",14951336.78,NA,"Construcción de Pavimento de concreto hidráulico de acceso a cabecera; municipio de Tlahuiltepa"
"1291","Infraestructura Hídrica",2023,"Tlahuiltepa",7622780.2,87,"Construcción de sistema de agua potable de la localidad de Cerro Chato; municipio de Tlahuiltepa"
"1292","Infraestructura Carretera",2024,"Tlahuiltepa",760435.91,193,"Reconstrucción de concreto hidráulico de la C.E. Juárez - Tlahuiltepa; municipio de Tlahuiltepa."
"1293","Infraestructura Carretera",2022,"Tlahuiltepa",31861378.33,1252,"Construcción de Pavimento de Concreto Hidráulico en acceso a cabecera municipal de Tlahuiltepa; Tramo: Tlahuiltepa - Itztacoyotla; municipio de Tlahuiltepa"
"1294","Vivienda Asequible",2024,"Tlahuiltepa",4037183.79,NA,"Construcción de cuartos dormitorios en el municipio de Tlahuiltepa"
"1295","Infraestructura Carretera",2023,"Tlahuiltepa",44621342.03,1252,"Construcción de Pavimentación de Concreto Hidráulico del Camino Tlaxcantitla - Santa María; en el municipio de Tlahuiltepa."
"1296","Infraestructura Carretera",2024,"Tlahuiltepa",48377795.13,286,"Construcción de pavimento de concreto hidráulico en acceso a cabecera de Tlahuiltepa"
"1297","Vivienda Asequible",2022,"Tlahuiltepa",5205986.57,NA,"Construcción de Cuarto Dormitorio; en el municipio de Tlahuiltepa"
"1298","Infraestructura Hídrica",2022,"Tlahuiltepa",830196.66,NA,"Construcción de sanitario con biodigestor; en el municipio de Tlahuiltepa"
"1299","Infraestructura Hídrica",2024,"Tlanalapa",153329.991627963,NA,"Estudio y proyecto para la línea de conducción marginal; tramo Acopinalco - Ciudad Sahagún; incluye proyecto ejecutivo; estudio hidrológico; delimitación de zona federal para su ocupación; con base en el trámite CONAGUA-02-002; manifiesto de impacto ambiental y análisis costo beneficio."
"1300","Infraestructura Hídrica",2024,"Tlanalapa",181057.992648388,NA,"Contrucción; ampliación y rehabilitación de obra civil; en la zona de influencia de la CAASIM en los bienes inmuebles no propiedad de la CAASIM-2024"
"1301","Infraestructura Hídrica",2022,"Tlanalapa",86101.094940207,NA,"Inversión de 6.3 mdp se llevó a cabo la reparación y mantenimiento de equipos de bombeo; para el abastecimiento de agua potable de los 15 municipios que presta el servicio CAASIM"
"1302","Vialidades Urbanas",2023,"Tlanalapa",3562166.35,8062,"Pavimentación asfáltica de calle Insurgentes Oriente - Niños Héroes Sur; municipio de Tlanalapa"
"1303","Infraestructura Carretera",2024,"Tlanalapa",9279927.49,8062,"Pavimentación asfáltica en camino Col. Bonfil - salida a Tepeapulco; en el municipio de Tlanalapa"
"1304","Infraestructura Hídrica",2024,"Tlanalapa",2938922.42,1277,"Rehabilitación de red de agua potable en San Isidro; municipio de Tlanalapa."
"1305","Infraestructura Carretera",2025,"Tlanalapa",2.5e+07,NA,"Ampliación y rehabilitación del tramo carretero Tlanalapa - Cd. Sahagún; acceso principal; (Primera etapa) en el municipio de Tlanalapa"
"1306","Infraestructura Hídrica",2024,"Tlanalapa",185550.628320296,NA,"Adquisición de equipos de bombeo para la zona de influencia de la CAASIM."
"1307","Vialidades Urbanas",2023,"Tlanalapa",7457271.85,NA,"Reconstrucción de calle asfáltica Tlanalapa - Chinconcuac; en el municipio de Tlanalapa"
"1308","Infraestructura Hídrica",2024,"Tlanalapa",884103.04445843,NA,"Telemetría y control en zona de cobertura de la CAASIM"
"1309","Infraestructura Carretera",2023,"Tlanchinol",11318206.64,345,"Rehabilitación del tramo E.C. (Casetas - Otongo) - Amoxco; del Km 0+000 al Km 14+500."
"1310","Infraestructura Hídrica",2024,"Tlanchinol",356800.89,1217,"PTAR Chichatla.- Reposición de muro de mampostería en laguna de oxidación; desazolve de laguna de oxidación y reposición de filtro; geomembrana y plantas macrófitos; reposición de 25 m de muro de mampostería y malla ciclónica de 2.00 m en cercado perimetral. "
"1311","Infraestructura Carretera",2023,"Tlanchinol",5128499.07,1358,"Rehabilitación del acceso a Acahuasco; del km 0+000 al km 6+000; en el municipio de Tlanchinol."
"1312","Infraestructura Hídrica",2022,"Tlanchinol",2459648.64,2552,"Construcción de sistema de alcantarillado (PTAR) Santa María Catzotipan (Santa María Tepetzintla) etapa diez de diez"
"1313","Infraestructura Carretera",2024,"Tlanchinol",7849636.51,2143,"Rehabilitación de camino E.C. de Tlanchinol a Hueyapa; a Cuatlimax; del Km 0.000 al Km 10.000; en el municipio de Tlanchinol."
"1314","Infraestructura Carretera",2023,"Tlanchinol",12436875.74,NA,"Pavimentación del Camino Rural E.C.F. Acatempa - San Salvador -Tianguis - Tlalnepanco - Tehuetlan; en el Municipio de Tlanchinol."
"1315","Infraestructura Hídrica",2022,"Tlanchinol",2169061.01,1472,"Construcción de planta de tratamiento en Hueyapa; municipio de Tlanchinol; etapa dos de tres"
"1316","Infraestructura Carretera",2023,"Tlanchinol",3869036.17,1002,"Rehabilitación del acceso a Chipoco del km 0+000 al km 1+500; en el municipio de Tlanchinol."
"1317","Infraestructura Carretera",2024,"Tlanchinol",9610870.37,345,"Rehabilitación del camino a Tierra Colorada; municipio de Tlanchinol"
"1318","Infraestructura Carretera",2024,"Tlanchinol",2202862.1,538,"Pavimentación hidráulica y construcción de muro de contención en la C.E. acceso a Toctitlán; municipio de Tlanchinol"
"1319","Infraestructura Carretera",2024,"Tlanchinol",9459810.54,687,"Rehabilitación de la carretera de Temango a Santa Lucía a Pahuayo; municipio de Tlanchinol"
"1320","Infraestructura Carretera",2024,"Tlanchinol",6918273.11,2552,"Rehabilitación de la C.E.(E.C. Pachuca-Tempoal) - Santa María; municipio de Tlanchinol"
"1321","Infraestructura Carretera",2023,"Tlanchinol",6673990.49,538,"Rehabilitación del acceso a Toctitlán; del km 0+000 al km 4+300 ."
"1322","Infraestructura Carretera",2023,"Tlanchinol",5254434.39,NA,"Rehabilitación del tramo E.C. (Xuchitlan) - Jalpa; del Km 0+000 al Km 6+000; en el municipio de Tlanchinol."
"1323","Infraestructura Carretera",2024,"Tlanchinol",14195502.92,1393,"Modernización y ampliación del camino rural Huazalingo - Tlanchinol del Km 0+000 al 26+000 subtramo del Km 12+380 al Km 13+330; en la localidad de Olotla; municipio de Tlanchinol ."
"1324","Infraestructura Carretera",2023,"Tlanchinol",3919130.81,NA,"Rehabilitación del tramo: San Salvador-Toctitlán; del km 0+000 al km 5+000."
"1325","Infraestructura Carretera",2023,"Tlanchinol",2821969.05,1156,"Ampliación de camino rural en Tlanchinol; localidad Jalpa."
"1326","Infraestructura Carretera",2023,"Tlanchinol",5463278.17,589,"Rehabilitación del tramo San Miguel - Xaltipa - Lontla; del Km 0+000 al Km 7+000; en el municipio de Tlanchinol"
"1327","Infraestructura Carretera",2024,"Tlanchinol",10684193.4,NA,"Reconstrucción de la C.E. Tlanchinol a Hueyapa a Temango; en el municipio de Tlanchinol"
"1328","Infraestructura Carretera",2023,"Tlanchinol",5512853.14,1007,"Rehabilitación del tramo Toctitlán - Tianguis; del Km 0+000 al Km 7+000."
"1329","Vivienda Asequible",2022,"Tlanchinol",1021537.76,NA,"Construcción de cuarto dormitorio; en el municipio de Tlanchinol"
"1330","Vialidades Urbanas",2023,"Tlanchinol",4410268.33,6117,"Pavimentación de acceso a la Universidad Benito Juárez; Plantel Tlanchinol"
"1331","Espacios Públicos",2024,"Tlanchinol",2306632.14,6117,"Remodelación de las Instalaciones de la Estación de Radio y Televisión XHIND 94.1 FM en el Municipio de Tlanchinol."
"1332","Infraestructura Carretera",2023,"Tlanchinol",1568807.37,111,"Rehabilitación del tramo E.C. (Orizatlán - San José) - Rancho Nuevo; del km 0+000 al km 2+000; en el municipio de Tlanchinol."
"1333","Infraestructura Carretera",2024,"Tlanchinol",7854223.17,NA,"Rehabilitación de camino E.C. de Tlanchinol a Apantlazol; tramo Chichatla a Xochititla; del Km 0.000 al Km 10.000; en el municipio de Tlanchinol."
"1334","Vivienda Asequible",2022,"Tlanchinol",1976726.78,NA,"Construcción de Cuarto Dormitorio; en el municipio de Tlanchinol"
"1335","Vialidades Urbanas",2023,"Tlaxcoapan",1113623.8,NA,"Pavimentación asfáltica del acceso a la Unidad Deportiva de Doxhey"
"1336","Vialidades Urbanas",2023,"Tlaxcoapan",2108474.43,NA,"Pavimentación asfáltica del acceso a panteón de Doxey; municipio de Tlaxcoapan"
"1337","Vialidades Urbanas",2025,"Tlaxcoapan",31315867.55,NA,"Construcción de pavimentación hidráulica y drenaje pluvial en Av. Francisco I. Madero; en el municipio de Tlaxcoapan"
"1338","Espacios Públicos",2023,"Tlaxcoapan",3035457.75,7990,"Rehabilitación del Auditorio de la Comunidad de Doxey; en el municipio de Tlaxcoapan"
"1339","Vialidades Urbanas",2023,"Tlaxcoapan",5630812.83,14689,"Pavimentación hidráulica Av. 16 de Septiembre; colonia Centro; en el municipio de Tlaxcoapan."
"1340","Infraestructura Hídrica",2024,"Tlaxcoapan",757345.370657907,0,"Actualización del proyecto ejecutivo para el saneamiento de los Ríos Tula y Salado; primera etapa"
"1341","Infraestructura Hídrica",2024,"Tlaxcoapan",19485873.96,14689,"Construcción de tanque elevado capacidad de 250 m3 pozo 1 y 2 ""El Bojayito""; Los Tepetates; municipio de Tlaxcoapan"
"1342","Espacios Públicos",2024,"Tolcayuca",3598554.84,8966,"Remodelación de campo de beisbol ""Vicente Guerrero""; en el municipio de Tolcayuca."
"1343","Infraestructura Hídrica",2024,"Tolcayuca",7531276.96,NA,"Rehabilitación de planta de tratamiento de aguas residuales en Tolcayuca."
"1344","Vialidades Urbanas",2023,"Tolcayuca",4320321.46,NA,"Pavimentación de vialidad en calle Cuauhtémoc; en la colonia Centro; en el municipio de Tolcayuca; Hidalgo."
"1345","Vialidades Urbanas",2023,"Tolcayuca",4724184.52,8966,"Pavimentación de vialidad en calle Epitacio Mendoza del 0+000 al 0+761 en el municipio de Tolcayuca"
"1346","Infraestructura Hídrica",2022,"Tolcayuca",165508.106731999,NA,"Inversión de 6.3 mdp se llevó a cabo la reparación y mantenimiento de equipos de bombeo; para el abastecimiento de agua potable de los 15 municipios que presta el servicio CAASIM"
"1347","Vialidades Urbanas",2025,"Tolcayuca",4121749.54,NA,"Continuación de la pavimentación hidráulica de la calle Cuauhtémoc; en el municipio de Tolcayuca"
"1348","Espacios Públicos",2022,"Tula de Allende",1550404.23,NA,"Mejoramiento del CERESO de Tula de Allende"
"1349","Espacios Públicos",2024,"Tula de Allende",12419825.48,29390,"Mejoramiento y ampliación al CERESO Tula de Allende"
"1350","Infraestructura Carretera",2023,"Tula de Allende",29874193.4,NA,"Reconstrucción de la C.E. Tula de Allende - Zaragoza; en el municipio de Tula de Allende"
"1351","Vialidades Urbanas",2023,"Tula de Allende",13416901.14,NA,"Reconstrucción de acceso a las col. de Satelite; Violetas; Galaxia I y Galaxia II; en el municipio de Tula de Allende."
"1352","Espacios Públicos",2023,"Tula de Allende",325913.62,NA,"Rehabilitación en fachadas y policarbonato del CRIRH; sede Tula de Allende."
"1353","Infraestructura Hídrica",2022,"Tula de Allende",5e+06,29390,"Adecuación; puesta en marcha y estabilización de 5 plantas potabilizadoras y 2 desgasificadoras de la región Tula-Tepetitlán (etapa 1 de 3)"
"1354","Infraestructura Hídrica",2024,"Tula de Allende",3147435.57,NA,"Construcción de Pozo profundo ""El Varal"" para uso urbano de la localidad de Xochitlán de las Flores; Tula de Allende; Hgo."
"1355","Infraestructura Carretera",2024,"Tula de Allende",15478031.99,1773,"Reconstrucción de la carretera Tula - Xochitlán; en el municipio de Tula de Allende"
"1356","Infraestructura Hídrica",2024,"Tula de Allende",3045334.78587018,0,"Actualización del proyecto ejecutivo para el saneamiento de los Ríos Tula y Salado; primera etapa"
"1357","Espacios Públicos",2024,"Tula de Allende",8193466.15,NA,"Construcción de puente peatonal El Chamizal; San Marcos - El Carmen; en el municipio de Tula de Allende"
"1358","Vialidades Urbanas",2023,"Tula de Allende",3229129.64,17332,"Reconstrucción de pavimento asfaltico de avenida Liberación Nacional; en la localidad de El Llano Primera Sección; municipio de Tula de Allende"
"1359","Infraestructura Hídrica",2023,"Tula de Allende",2715890.48,1944,"Ampliación del sistema de agua potable en la localidad de Nantzha etapa tres de tres; Tula de Allende."
"1360","Infraestructura Hídrica",2023,"Tula de Allende",46999751.91,29390,"Mejoramiento y adecuación de la red de alcantarillado del Centro del Municipio de Tula de Allende&#9;"
"1361","Vivienda Asequible",2023,"Tulancingo de Bravo",2619996.24473683,NA,"Programa para la ampliación de  vivienda modalidad construcción de cuarto dormitorio en los municipios de Tepeapulco; Tulancingo de Bravo  y Zapotlán"
"1362","Vialidades Urbanas",2023,"Tulancingo de Bravo",4837482.05,NA,"Pavimentación asfáltica de acceso a Base de Operaciones Mixtas Tulancingo."
"1363","Vialidades Urbanas",2023,"Tulancingo de Bravo",2903814,NA,"Pavimentación hidráulica de calle del Moral entre Río y calle Bugambilia; col. El Paraíso; municipio de Tulancingo"
"1364","Vivienda Asequible",2024,"Tulancingo de Bravo",661424.3,NA,"Construcción de cuartos dormitorios en el municipio de Tulancingo de Bravo"
"1365","Vialidades Urbanas",2024,"Tulancingo de Bravo",346209.45,5308,"Terminación de la pavimentación del acceso al IMSS; en el municipio de Tulancingo de Bravo"
"1366","Vivienda Asequible",2022,"Tulancingo de Bravo",879000.99,NA,"Construcción de cuarto dormitorio; en el municipio de Tulancingo de Bravo"
"1367","Vialidades Urbanas",2023,"Tulancingo de Bravo",1751460.85,749,"Construcción de pavimentación hidráulica en la calle de acceso al IMSS; Subdelegación Tulancingo; en el municipio de Tulancingo"
"1368","Infraestructura Carretera",2023,"Tulancingo de Bravo",161171588.59,NA,"Construcción del Distribuidor Vial Entronque Carretera Federal Tuxpan - Jaltepec; en el Municipio de Tulancingo de Bravo."
"1369","Vialidades Urbanas",2023,"Tulancingo de Bravo",1715506.09,NA,"Construcción de pavimentación hidráulica en la calle Ana Lamanche; en el municipio de Tulancingo"
"1370","Infraestructura Hídrica",2022,"Tulancingo de Bravo",3194507.3,5231,"Construcción del pozo profundo de agua potable para beneficiar a la localidad de Santa Ana Hueytlalpan en el municipio de Tulancingo de Bravo"
"1371","Infraestructura Hídrica",2022,"Tulancingo de Bravo",247799.94,NA,"Construcción del sistema de agua potable para beneficiar a la localidad de Santa Ana Hueytlalpan en el municipio de Tulancingo de Bravo"
"1372","Infraestructura Carretera",2024,"Tulancingo de Bravo",24405887.4,NA,"Reubicación de línea media tensión crucero Tulancingo - Jaltepec y obras adicionales; en el municipio de Tulancingo de Bravo."
"1373","Infraestructura Hídrica",2024,"Tulancingo de Bravo",6173144.7,NA,"Estudios y proyectos para la recarga artificial de acuíferos sobreexplotados Valle de Tulancingo "
"1374","Infraestructura Hídrica",2024,"Tulancingo de Bravo",4320068.04,516,"Construcción del sistema de alcantarillado sanitario en la localidad de Tepalzingo municipio de Tulancingo de Bravo"
"1375","Espacios Públicos",2023,"Tulancingo de Bravo",3786797.48,NA,"Mejoramiento de la base de operaciones mixtas de la Secretaría de Seguridad Pública de Hidalgo; en Tulancingo de Bravo; Hgo."
"1376","Infraestructura Carretera",2023,"Tulancingo de Bravo",31504589.26,106163,"Rehabilitación de la Carretera Estatal paso por Tulancingo."
"1377","Espacios Públicos",2024,"Tulancingo de Bravo",792325.84,106163,"Rehabilitación de CGI de Tulancingo"
"1378","Infraestructura Carretera",2024,"Tulancingo de Bravo",16820133.61,NA,"Rehabilitación de la carretera paso por Tulancingo; municipio de Tulancingo de Bravo"
"1379","Espacios Públicos",2024,"Tulancingo de Bravo",21418953.83,NA,"Trabajos complementarios para la Unidad Básica de Rehabilitación (UBR) de Tulancingo de Bravo"
"1380","Infraestructura Carretera",2024,"Tulancingo de Bravo",31323293.11,2248,"Reconstrucción del libramiento Tulancingo - Metepec; en el municipio de Tulancingo de Bravo"
"1381","Infraestructura Hídrica",2023,"Cobertura Estatal",4848800,NA,"Estudio y Plan de Agua y Saneamiento de la CAASIM"
"1382","Infraestructura Hídrica",2023,"Cobertura Estatal",51537467.01,NA,"Proyecto de rehabilitación eléctrica para 57 pozos"
"1383","Infraestructura Hídrica",2024,"Cobertura Estatal",2649711.44,NA,"Equipamiento para el mantenimiento preventivo y correctivo de Infraestructura Hidáulica"
"1384","Infraestructura Hídrica",2024,"Cobertura Estatal",1798000,NA,"Obras emergentes de mantenimiento Correctivo en la Zona de Influencia de la CAASIM; mediante la construcción y rehabilitación de cajas de válvulas y atraques-2024"
"1385","Infraestructura Hídrica",2024,"Cobertura Estatal",14036000,NA,"Ampliación; rehabilitación y reubicación de redes de líneas de conducción en la zona de influencia de la CAASIM-2024"
"1386","Infraestructura Hídrica",2024,"Cobertura Estatal",12888406.6,NA,"Construcción; ampliación y rehabilitación de obra civil; en la zona de influencia de la CAASIM; en los bienes inmuebles propiedad de la CAASIM-2024"
"1387","Infraestructura Hídrica",2024,"Cobertura Estatal",3012558.96,NA,"Rehabilitación de pozos "
"1388","Infraestructura Hídrica",2024,"Cobertura Estatal",6226165.97,NA,"Equipamiento electromecánico para plantas de bombeo en la zona de influencia de la CAASIM"
"1389","Infraestructura Hídrica",2024,"Cobertura Estatal",14268744.56,NA,"Rehabilitación de pozos profundos."
"1390","Infraestructura Hídrica",2024,"Cobertura Estatal",12872611.64,NA,"Equipamiento para el Programa de Devolución de Derechos"
"1391","Infraestructura Hídrica",2023,"Cobertura Estatal",2793079.4962,NA,"Indirectos para Supervisión Técnica"
"1392","Infraestructura Hídrica",2024,"Cobertura Estatal",570295.44,NA,"AHC Hipoclorito de calcio"
"1393","Infraestructura Hídrica",2024,"Cobertura Estatal",26963.04,NA,"ACS Hipoclorito de sodio"
"1394","Infraestructura Hídrica",2024,"Cobertura Estatal",1394999.88,NA,"EQ6Ad- Filtro domiciliario"
"1395","Infraestructura Hídrica",2024,"Cobertura Estatal",1278900,NA,"EQ6Ac- Filtro comunitario"
"1396","Infraestructura Hídrica",2024,"Cobertura Estatal",1462943.36,NA,"Atención Social y Participación Comunitaria"
"1397","Infraestructura Hídrica",2024,"Cobertura Estatal",2e+06,NA,"Fortalecimiento de Capacidades"
"1398","Infraestructura Hídrica",2024,"Cobertura Estatal",1914870,NA,"Fortalecimiento de Espacios de Cultura del Agua"
"1399","Infraestructura Hídrica",2024,"Cobertura Estatal",781560,NA,"Material Didáctico Inédito de Cultura del Agua"
"1400","Infraestructura Hídrica",2024,"Cobertura Estatal",1297112,NA,"Material Didáctico Adquirido de Cultura del Agua"
"1401","Infraestructura Hídrica",2024,"Cobertura Estatal",29592.03,NA,"DCA-01 Mobiliario de oficina para el laboratorio de calidad del agua"
"1402","Infraestructura Hídrica",2024,"Cobertura Estatal",98869.07,NA,"DCA-02 Bienes informáticos para el laboratorio de calidad del agua"
"1403","Infraestructura Hídrica",2024,"Cobertura Estatal",485948.86,NA,"DCA-03 Accesorios y suministros de laboratorio de calidad del agua"
"1404","Infraestructura Hídrica",2024,"Cobertura Estatal",579123.17,NA,"DCA-04 Sustancias químicas para análisis de calidad del agua (NOM-127-SSA)"
"1405","Infraestructura Hídrica",2024,"Cobertura Estatal",3532276.86,NA,"DCA-05 Otros Equipos especializados para el laboratorio de calidad del agua"
"1406","Infraestructura Hídrica",2023,"Cobertura Estatal",47948613.64,NA,"Equipamiento para su integración al sistema de telemetría y control para 18 pozos"
"1407","Infraestructura Hídrica",2023,"Cobertura Estatal",18610533.9,NA,"Adquisición de equipo hidroneumático de desazolve para la limpieza de alcantarillados por agua a presión y succión"
"1408","Infraestructura Hídrica",2024,"Cobertura Estatal",2320000,NA,"Bacheo emergente de reposición de pavimento de concreto hidráulico; asfáltico u otros por trabajos de la CAASIM; Zona 1-2024"
"1409","Infraestructura Hídrica",2024,"Cobertura Estatal",2320000,NA,"Bacheo emergente de reposición de pavimento de concreto hidráulico; asfáltico u otros por trabajos de la CAASIM; Zona 2-2024"
"1410","Infraestructura Hídrica",2024,"Cobertura Estatal",2320000,NA,"Bacheo emergente de reposición de pavimento de concreto hidráulico; asfáltico u otros por trabajos de la CAASIM; Zona 3-2024"
"1411","Infraestructura Hídrica",2024,"Cobertura Estatal",2320000,NA,"Bacheo emergente de reposición de pavimento de concreto hidráulico; asfáltico u otros por trabajos de la CAASIM; Zona 4-2024"
"1412","Infraestructura Hídrica",2024,"Cobertura Estatal",397034.84,NA,"Cercados con malla ciclónica en los bienes inmuebles propiedad de la CAASIM-2024"
"1413","Infraestructura Hídrica",2024,"Cobertura Estatal",1.5e+07,NA,"Sustitución de líneas de alcantarillado en zona de influencia de CAASIM."
"1414","Infraestructura Hídrica",2024,"Cobertura Estatal",1353272.24,NA,"Equipamiento para el mantenimiento preventivo y correctivo de Infraestructura Sanitaria y su Bacheo"
"1415","Infraestructura Hídrica",2024,"Cobertura Estatal",2958147.52,NA,"Construcción; ampliación; rehabilitiación y reubicación de descargas domiciliarias; red de atarjeas y colectores en la zona de influencia de la CAASIM-2024"
"1416","Infraestructura Hídrica",2024,"Cobertura Estatal",6935638.84,NA,"Equipamiento para el Tratamiento de Aguas Residuales"
"1417","Infraestructura Hídrica",2024,"Cobertura Estatal",3120234.12,NA,"Equipamiento para el Sistema Informático y de Telecomunicaciones"
"1418","Infraestructura Hídrica",2024,"Cobertura Estatal",7246699.8,NA,"Equipamiento para Extracción de Agua Potable"
"1419","Infraestructura Hídrica",2025,"Cobertura Estatal",29951406.87,NA,"Adquisición de luminarias para pozos; tanques y rebombeos"
"1420","Infraestructura Hídrica",2025,"Cobertura Estatal",21650000,NA,"Adquisición de equipo hidroneumático de desazolve para la limpieza de alcantarillados por agua a presión y succión 16 yds"
"1421","Infraestructura Hídrica",2025,"Cobertura Estatal",2400000,NA,"Adquisición de Minicargador (incluye remolque tipo cama baja; capacidad 3 toneladas)"
"1422","Infraestructura Hídrica",2024,"Cobertura Estatal",1493082.54,NA,"Cercados con malla ciclónica en los bienes inmuebles no propiedad de la CAASIM-2024"
"1423","Infraestructura Hídrica",2024,"Cobertura Estatal",35000,NA,"Equipo para determinar la Demanda Biológica de Oxigeno (DBO); para muestreo de aguas residuales"
"1424","Infraestructura Hídrica",2024,"Cobertura Estatal",665869,NA,"Equipamiento para la potablización de agua que se entrega a la Población"
"1425","Infraestructura Hídrica",2024,"Cobertura Estatal",352000,NA,"Suministro; instalación y prueba de planta purificadora"
"1426","Infraestructura Hídrica",2024,"Cobertura Estatal",230000,NA,"Certificación de laboratorio de la CEAA bajo el sistema de Gestión de Calidad ISO 17025"
"1427","Infraestructura Hídrica",2024,"Cobertura Estatal",419574.32,NA,"Equipamiento para medir la calidad del Agua Residual y Residual Tratada"
"1428","Infraestructura Hídrica",2024,"Cobertura Estatal",644834.72,NA,"Equipamiento apra medir la calidad del agua Potable que se entrega a la Población"
"1429","Vialidades Urbanas",2023,"Villa de Tezontepec",1511460.92,6213,"Construcción de pavimento hidráulico de la Calle Juan Escutia (tramo entre las calles Tomás Urbina y 21 de Marzo)."
"1430","Infraestructura Hídrica",2024,"Villa de Tezontepec",217591.630367147,NA,"Adquisición de equipos de bombeo para la zona de influencia de la CAASIM."
"1431","Infraestructura Carretera",2024,"Villa de Tezontepec",1265852.4,4978,"Estudios de prefactibilidad para la construcción de las Obras de Protección margen izquierda del Río de las Avenidas; tramo ubicado dentro del Parque Industrial PLATAH."
"1432","Vialidades Urbanas",2023,"Villa de Tezontepec",2666199,2755,"Pavimentación hidráulica de calle Venustiano Carranza (entre División del Norte y Miguel Hidalgo)"
"1433","Infraestructura Carretera",2023,"Villa de Tezontepec",17207991.13,NA,"Reconstrucción del Boulevard de Acceso a Villa de Tezontepec (tramo Platah - Av Juárez); en el municipio de Villa de Tezontepec"
"1434","Infraestructura Carretera",2023,"Villa de Tezontepec",4689534.61,NA,"Reconstrucción de carretera Villa de Tezontepec - Téllez (camino a Comunidades); en el municipio de Villa de Tezontepec"
"1435","Infraestructura Hídrica",2024,"Villa de Tezontepec",1036770.52779468,NA,"Telemetría y control en zona de cobertura de la CAASIM"
"1436","Vialidades Urbanas",2024,"Villa de Tezontepec",7856237.23,6213,"Rehabilitación de andadores de plaza 16 de Enero y pavimentación de concreto hidráulico de la zona Centro de la cabecera municipal; Villa de Tezontepec."
"1437","Infraestructura Carretera",2024,"Villa de Tezontepec",7299510.3,NA,"Estudio y proyecto ejecutivo para Blvd. E.C. Tolcayuca-Villa de Tezontepec-Téllez con una sección propuesta de vialidad de 30.00 m para la construcción del Boulevard de acceso Tolcayuca-Villa de Tezontepec-Téllez."
"1438","Infraestructura Hídrica",2022,"Villa de Tezontepec",100969.087488597,NA,"Inversión de 6.3 mdp se llevó a cabo la reparación y mantenimiento de equipos de bombeo; para el abastecimiento de agua potable de los 15 municipios que presta el servicio CAASIM"
"1439","Infraestructura Hídrica",2024,"Villa de Tezontepec",212323.203472851,NA,"Contrucción; ampliación y rehabilitación de obra civil; en la zona de influencia de la CAASIM en los bienes inmuebles no propiedad de la CAASIM-2024"
"1440","Espacios Públicos",2025,"Villa de Tezontepec",818226,6213,"Construcción de Andador Turístico la Escondida Villa de Tezontepec"
"1441","Infraestructura Carretera",2023,"Xochiatipan",1599695.24,523,"Rehabilitación del acceso a Chiapa; del Km 0+000 al Km 2+000; en el municipio de Xochiatipan."
"1442","Infraestructura Carretera",2024,"Xochiatipan",14525475,180,"Rehabilitación de la carretera Nuevo Acatepec a Atlalco; municipio de Xochiatipan"
