"ID"	"CVEGEO_MUN"	"NOM_MUN"	"Rubro"	"Inversión"	"Habitantes beneficiados"	"Ejercicio"	"Obra"	"tiene_geo"
407	13030	"Ixmiquilpan"	"Infraestructura Carretera"	13684964.79	2321	2024	"Rehabilitación de pavimentación asfáltica de Circuito Dios Padre, en el municipio de Ixmiquilpan."	TRUE
408	13030	"Ixmiquilpan"	"Vialidades Urbanas"	2510837.38	767	2023	"Pavimentación asfáltica en calle El Bhenu en la localidad de El Alberto, municipio de Ixmiquilpan, Hidalgo."	TRUE
409	13030	"Ixmiquilpan"	"Infraestructura Hídrica"	6315235.54	541	2024	"Construcción de Sistema de Agua Potable en Ixmiquilpan, Localidad El Dexthi San Juanico, Etapa uno de dos"	TRUE
410	13030	"Ixmiquilpan"	"Infraestructura Carretera"	13527998.56	NA	2025	"Reconstrucción de Camino “El Durazno-Los Martínez-La Palma-El DexthÍ” del Km 1+000 al Km 2+500, en la localidad de El Durazno, en el municipio de Ixmiquilpan"	FALSE
411	13030	"Ixmiquilpan"	"Vialidades Urbanas"	3620538.69	163	2023	"Construcción de pavimentación hidráulica en acceso principal en la localidad de El Manantial"	TRUE
412	13030	"Ixmiquilpan"	"Vialidades Urbanas"	7350000	NA	2025	"Construcción de Pavimentación Hidraúlica (Varias Calles), en la localidad de El Mandho, en el municpio de Ixmiquilpan"	FALSE
413	13030	"Ixmiquilpan"	"Infraestructura Carretera"	4558957.98	4013	2023	"Rehabilitación de carretera Ixmiquilpan - Capula, tramo del Km 0+400 al Km 2+100, en barrios San Miguel y El Nith, en el municipio de Ixmiquilpan"	TRUE
414	13030	"Ixmiquilpan"	"Infraestructura Hídrica"	3639213.79	385	2023	"Terminación de Pozo El Olivo"	TRUE
415	13030	"Ixmiquilpan"	"Espacios Públicos"	1207522.15	1301	2023	"Rehabilitación en azoteas y fachadas del CRIRH, sede Ixmiquilpan"	TRUE
416	13030	"Ixmiquilpan"	"Espacios Públicos"	2158704	NA	2023	"Trabajos de Mantenimiento del Hospital General del Valle del Mezquital Ixmiquilpan Clues, HGSSA001590, Municipio de Ixmiquilpan."	TRUE
417	13030	"Ixmiquilpan"	"Vialidades Urbanas"	4844555.57	37608	2023	"Construcción de pavimentación asfáltica, interconexión Los Pinos Panales - El Maye; en el municipio de Ixmiquilpan"	TRUE
418	13030	"Ixmiquilpan"	"Vialidades Urbanas"	2160227.69	NA	2023	"Construcción de pavimento hidráulico en calles de la localidad de El Oro, municipio de Ixmiquilpan"	TRUE
419	13030	"Ixmiquilpan"	"Vialidades Urbanas"	7556379.65	NA	2023	"Rehabilitación de pavimento asfáltico en avenida Felipe Ángeles, colonia Centro, municipio de Ixmiquilpan"	TRUE
420	13030	"Ixmiquilpan"	"Infraestructura Carretera"	807116.47	NA	2024	"Reconstrucción del acceso a la escuela secundaria libertadores de América, en el municipio de Ixmiquilpan"	FALSE
421	13030	"Ixmiquilpan"	"Espacios Públicos"	1179860.35	37608	2024	"Rehabilitación de CGI de Ixmiquilpan"	TRUE
422	13030	"Ixmiquilpan"	"Infraestructura Carretera"	517226.92	NA	2024	"Construcción de pavimentación hidráulica en Quinta Cerrada, en el municipio de Ixmiquilpan."	TRUE
423	13030	"Ixmiquilpan"	"Vialidades Urbanas"	1699107.4	NA	2024	"Construcción de pavimentación de concreto hidráulico, Calle 16 de Enero, B. San Miguel, en el municipio de Ixmiquilpan."	TRUE
424	13030	"Ixmiquilpan"	"Espacios Públicos"	26632876.95	NA	2024	"Rehabilitación de la Unidad Deportiva de Ixmiquilpan."	FALSE
425	13030	"Ixmiquilpan"	"Espacios Públicos"	1403687.94	NA	2024	"Remodelación de parque, beneficiando a la localidad de Ixmiquilpan, municipio de Ixmiquilpan"	FALSE
426	13030	"Ixmiquilpan"	"Espacios Públicos"	3993649.59	NA	2024	"Estudio y proyecto para la reconstrucción del auditorio de la unidad deportiva del municipio de Ixmiquilpan."	FALSE
427	13030	"Ixmiquilpan"	"Espacios Públicos"	3145032.54	NA	2024	"Remodelación de las Instalaciones de la Estación de Radio y Televisión XHCPDX 96.5 FM en el municipio de Ixmiquilpan"	FALSE
428	13030	"Ixmiquilpan"	"Espacios Públicos"	4745448.52	620	2023	"Construcción de centro comunitario de la localidad La Estación, municipio de Ixmiquilpan, Hidalgo."	TRUE
429	13030	"Ixmiquilpan"	"Infraestructura Carretera"	10498827.5	827	2023	"Pavimentación asfáltica del Libramiento Oriente - La Loma de La Cruz- Universidad, municipio de Ixmiquilpan (segunda etapa)"	TRUE
430	13030	"Ixmiquilpan"	"Infraestructura Carretera"	2711790.63	NA	2023	"Pavimentación asfáltica del Libramiento Oriente - La Loma de La Cruz - Universidad, municipio de Ixmiquilpan"	TRUE
431	13030	"Ixmiquilpan"	"Infraestructura Hídrica"	2624279.15	NA	2023	"Construcción de Planta de Tratamiento de Aguas Residuales de 1.12 L.P.S. La Mesa y Loma Lopez Rayón, Ixmiquilpan"	TRUE
432	13030	"Ixmiquilpan"	"Infraestructura Hídrica"	3031862.8	NA	2024	"Sustitución de la línea de conducción de tanque superficial, en la localidad de La Palma San Juanico, etapa uno de dos"	TRUE
433	13030	"Ixmiquilpan"	"Vialidades Urbanas"	2131291.33	798	2023	"Pavimentación asfáltica de la calle 15 de Septiembre, en la localidad de Remedios, Ixmiquilpan."	TRUE
434	13030	"Ixmiquilpan"	"Infraestructura Hídrica"	2910037.63	2314	2022	"Manejo sustentable del sistema de distribución de agua potable en la localidad de Maguey Blanco, municipio de Ixmiquilpan"	TRUE
435	13030	"Ixmiquilpan"	"Vivienda Asequible"	1427438.31	NA	2022	"Construcción de cuarto dormitorio, en el municipio de Ixmiquilpan"	TRUE
436	13030	"Ixmiquilpan"	"Infraestructura Carretera"	8796019.63	NA	2025	"Construccion de Huellas de Concreto Hidraulico en el Municipio de Ixmiquilpan en la Localidad de Maguey Blanco en Camino viejo de Manzana Centro 1, en el municpio de Ixmiquilpan"	FALSE
437	13030	"Ixmiquilpan"	"Infraestructura Hídrica"	11636890.37	564	2023	"Ampliación de la Red de Distribución de Agua Potable, Nequeteje"	TRUE
438	13030	"Ixmiquilpan"	"Vialidades Urbanas"	755678.74	1763	2024	"Construcción de pavimentación de concreto hidráulico de Calle Nezahualcóyotl en la localidad del Nith, en el municipio de Ixmiquilpan."	TRUE
439	13030	"Ixmiquilpan"	"Vialidades Urbanas"	2765966.29	NA	2024	"Construcción de pavimentación asfáltica en calle Jacarandas, localidad El Nith, en el municipio de Ixmiquilpan."	TRUE
440	13030	"Ixmiquilpan"	"Infraestructura Hídrica"	3959594	3742	2023	"Construcción de tomas domiciliarias del sistema de agua potable en Panales, Ixmiquilpan."	TRUE
441	13030	"Ixmiquilpan"	"Infraestructura Hídrica"	4455445.46	3742	2022	"Construcción de sistema de agua potable en Panales, Ixmiquilpan, etapa tres de diez"	TRUE
442	13030	"Ixmiquilpan"	"Infraestructura Hídrica"	4302762.12	3742	2024	"Construcción de tomas domiciliarias del sistema de agua potable en Panales, Etapa cinco de diez, Ixmiquilpan."	TRUE
443	13030	"Ixmiquilpan"	"Infraestructura Hídrica"	6600000	3742	2025	"Construcción de sistema de agua potable en Panales, Etapa seis de diez, Ixmiquilpan."	FALSE
444	13030	"Ixmiquilpan"	"Vialidades Urbanas"	2903285.92	1560	2023	"Construcción de pavimentación asfáltica en el municipio de Ixmiquilpan, en la localidad de Pueblo Nuevo en calle Principal"	TRUE
445	13030	"Ixmiquilpan"	"Infraestructura Carretera"	8200000	NA	2025	"Pavimentación hidraulica a Jardín de las Flores, en la localidad de Pueblo Nuevo, en el municipio de Ixmiquilpan"	FALSE
446	13030	"Ixmiquilpan"	"Infraestructura Carretera"	5913139.89	1600	2023	"Construye Tu Camino del tramo San Andrés - El Olivo, en el municipio de Ixmiquilpan."	TRUE
447	13030	"Ixmiquilpan"	"Infraestructura Carretera"	12053633.88	445	2023	"Modernización de camino Santa Ana-La Loma López Rayón y calle Cobre en Ixmiquilpan."	TRUE
448	13030	"Ixmiquilpan"	"Infraestructura Hídrica"	2958623.7	1639	2022	"Construcción de sistema de agua potable Taxadho etapa cuatro de cinco"	TRUE
449	13030	"Ixmiquilpan"	"Infraestructura Hídrica"	3163134.89	1639	2023	"Construcción de sistema de agua potable Taxadho etapa cinco de cinco, Ixmiquilpan"	TRUE
450	13030	"Ixmiquilpan"	"Espacios Públicos"	986077.35	1639	2024	"Construcción de Corredor Artesanal ubicado en el lugar conocido como Bajada de Pastores ejido de Maguey Blanco, Municipio de Ixmiquilpan"	FALSE
451	13030	"Ixmiquilpan"	"Infraestructura Hídrica"	5585374.16	0	2024	"Estudio y Proyecto de Red de alcantarillado Sanitario y Planta de tratamiento de Aguas Residuales en la localidad de El Taxtho"	TRUE
452	13030	"Ixmiquilpan"	"Infraestructura Hídrica"	10624130.95	NA	2023	"Red de agua potable El Mirador, Jahuey y Huapilla Capula."	FALSE
453	13030	"Ixmiquilpan"	"Infraestructura Carretera"	27009792.9	NA	2023	"Rehabilitación de la carretera paso por Ixmiquilpan."	FALSE
454	13030	"Ixmiquilpan"	"Vialidades Urbanas"	1584150.4	NA	2024	"Construcción de pavimentación de concreto hidráulico de Calle Gladiolas, Col. Loma de Oro, en el municipio de Ixmiquilpan."	FALSE
455	13031	"Jacala de Ledezma"	"Vialidades Urbanas"	713359.03	302	2023	"Construcción de huellas de concreto hidráulico y empedrado en la localidad de Agua Fría Chica"	TRUE
456	13031	"Jacala de Ledezma"	"Vialidades Urbanas"	737223.28	4582	2023	"Construcción de andador de concreto hidráulico en localidad El Sabino, calle Camino Real"	TRUE
457	13031	"Jacala de Ledezma"	"Infraestructura Hídrica"	1914348.78	4582	2024	"Rehabilitación de planta de tratamiento de aguas residuales en la cabecera municipal, en Jacala de Ledezma."	FALSE
458	13031	"Jacala de Ledezma"	"Infraestructura Carretera"	1e+07	NA	2025	"Modernización del camino Jacala - Quetzalapa en el municipio de Jacala (tercera etapa), municipio de Jacala de Ledezma"	FALSE
459	13031	"Jacala de Ledezma"	"Vialidades Urbanas"	8275948.72	254	2024	"Construcción de pavimentación hidráulica de calle Sin Nombre en Laguna Seca, municipio de Jacala de Ledezma"	FALSE
460	13031	"Jacala de Ledezma"	"Infraestructura Carretera"	7732742.41	5044	2023	"Modernización del camino Jacala - Quetzalapa en el municipio de Jacala"	TRUE
461	13031	"Jacala de Ledezma"	"Infraestructura Carretera"	5998800	NA	2023	"Modernización del camino La Palma - Quetzalapa en el municipio de Jacala de Ledezma."	TRUE
462	13031	"Jacala de Ledezma"	"Infraestructura Carretera"	9677870.11	5044	2024	"Modernización del camino Jacala - Quetzalapa en el municipio de Jacala (Segunda etapa)"	FALSE
463	13031	"Jacala de Ledezma"	"Vivienda Asequible"	1196202.61	NA	2024	"Construcción de cuartos dormitorios en el municipio de Jacala de Ledezma"	TRUE
464	13031	"Jacala de Ledezma"	"Vialidades Urbanas"	687335.22	664	2023	"Construcción de huellas de concreto hidráulico y empedrado en la localidad de San Nicolás"	TRUE
465	13032	"Jaltocán"	"Infraestructura Hídrica"	2553249.55	744	2023	"Construcción de colector de drenaje sanitario de las comunidades de Amaxac I, El Chote primera etapa, en el municipio de Jaltocán."	TRUE
466	13032	"Jaltocán"	"Vialidades Urbanas"	2207491.29	349	2024	"Pavimentación con concreto hidráulico calle Sin Nombre en la localidad de Cuatecomaco, en el municipio de Jaltocán."	FALSE
467	13032	"Jaltocán"	"Vialidades Urbanas"	3498080.0848	NA	2025	"Pavimentación con concreto hidráulico calle Sin Nombre, en la localidad de Cuatecomaco, segunda etapa, en el municipio de Jaltocán"	FALSE
468	13032	"Jaltocán"	"Vialidades Urbanas"	3876615.82	5919	2024	"Construcción de pavimento hidráulico en Barrio Mirador calle Francisco Sarabia, municipio de Jaltocán"	FALSE
469	13032	"Jaltocán"	"Infraestructura Carretera"	2262429	NA	2025	"Pavimentación con concreto hidráulico acceso a Cuatzatzas, en el municipio de Jaltocán"	FALSE
470	13032	"Jaltocán"	"Vialidades Urbanas"	15708953.79	192	2023	"Construcción de pavimento hidráulico en la calle de acceso principal a la localidad de La Ilusión - Anacleto Ramos - Potrero Zactipan - Octatitla; en el municipio de Jaltocán"	TRUE
471	13032	"Jaltocán"	"Infraestructura Carretera"	6209211.97	222	2023	"Modernización y ampliación de camino rural E.C. Huejutla - San Felipe Orizatlán, E.C. Pahuayo, en la localidad de Tzinancatitla"	TRUE
472	13032	"Jaltocán"	"Vialidades Urbanas"	1379014.85	NA	2023	"Construcción de pavimento hidráulico en la localidad de Tzinancatitla, en el municipio de Jaltocán."	TRUE
473	13032	"Jaltocán"	"Vivienda Asequible"	817874.33	NA	2022	"Construcción de cuarto dormitorio, en el municipio de Jaltocán"	FALSE
474	13032	"Jaltocán"	"Infraestructura Carretera"	11916183.17	10776	2023	"Rehabilitación de la Carretera Estatal Vinazco a Jaltocán, en el municipio de Jaltocán."	TRUE
475	13033	"Juárez Hidalgo"	"Infraestructura Carretera"	25594228.3	616	2023	"Reconstrucción de la carretera Eloxochitlán - Juárez Hidalgo; en el Municipio de Juárez Hidalgo"	TRUE
476	13033	"Juárez Hidalgo"	"Espacios Públicos"	629748.32	616	2024	"Remodelación de parque, beneficiando a la localidad de Juárez Hidalgo, en el municipio de Juárez Hidalgo."	TRUE
477	13033	"Juárez Hidalgo"	"Infraestructura Carretera"	6648897.22	NA	2024	"Reconstrucción de la carretera Eloxochitlán - Juárez Hidalgo; en el Municipio de Juárez Hidalgo (Segunda etapa)"	FALSE
478	13033	"Juárez Hidalgo"	"Infraestructura Hídrica"	3771262.64	966	2022	"Construcción de sistema de agua potable San Lorenzo Itztacoyotla, Juárez Hidalgo, etapa cuatro de cuatro"	TRUE
479	13033	"Juárez Hidalgo"	"Infraestructura Carretera"	6809998.56	343	2023	"Pavimentación hidráulica de camino rural San Nicolás-Coatzontla, en el municipio de Juárez Hidalgo"	TRUE
480	13040	"La Misión"	"Vialidades Urbanas"	9615649.78	NA	2025	"Pavimentación hidráulica de calle Sin Nombre del km 1.85 al km 2.69 localidad Mesa del Huizache, municipio de La Misión"	FALSE
481	13040	"La Misión"	"Infraestructura Hídrica"	1852758.21	394	2023	"Construcción de red de distribución de agua potable en \"aguaje\" de Cerro Prieto, en el municipio de La Misión"	TRUE
482	13040	"La Misión"	"Infraestructura Hídrica"	3873500	394	2023	"Construcción de red de distribución de agua potable en Cerro Prieto en el municipio de La Misión"	TRUE
483	13040	"La Misión"	"Vivienda Asequible"	1494498	NA	2024	"Construcción de cuartos dormitorios en el municipio de La Misión"	TRUE
484	13040	"La Misión"	"Infraestructura Carretera"	4237845.31	795	2023	"Construcción de muro de contención en cabecera municipal carretera La Misión - Puerto Naranjos"	TRUE
485	13040	"La Misión"	"Infraestructura Carretera"	2413983.07	546	2024	"Construcción de muro de contención y pavimento hidráulico en el C.R. La Misión - Puerto de los Naranjos, municipio de La Misión"	FALSE
486	13040	"La Misión"	"Infraestructura Carretera"	343044.91	308	2024	"Construcción de muro de contención C.R. La Misión - La Palizada, municipio de la Misión."	FALSE
487	13040	"La Misión"	"Vialidades Urbanas"	2152968.98	424	2023	"Pavimentación de concreto hidráulico del acceso a la comunidad de Palmitas; en el municipio de La  Misión."	TRUE
488	13040	"La Misión"	"Infraestructura Carretera"	9862930.36	295	2024	"Construcción de pavimentación hidráulica del C.R. Macangui - Cerro Prieto, municipio de La Misión"	FALSE
489	13040	"La Misión"	"Vialidades Urbanas"	5998800	73	2023	"Pavimentación hidráulica de Calle Sin Nombre del Km 0+541.50 al 1+209.50 en Mesa del Huizache"	TRUE
490	13040	"La Misión"	"Vialidades Urbanas"	5808822	73	2024	"Pavimentación hidráulica de calle sin nombre del km 1+239.5 al 1+850.90 en Mesa del Huizache, municipio de La Misión"	TRUE
491	13040	"La Misión"	"Vialidades Urbanas"	4744488.69	249	2024	"Pavimentación hidráulica de calle sin nombre en Puerto de Naranjos, en el municipio de La Misión"	FALSE
492	13040	"La Misión"	"Vivienda Asequible"	1628199.97	NA	2022	"Construcción de Cuarto Dormitorio, en el municipio de La Misión"	FALSE
493	13040	"La Misión"	"Infraestructura Hídrica"	761098.43	NA	2022	"Construcción de Sanitario con Biodigestor, en el municipio de La Misión"	FALSE
494	13034	"Lolotla"	"Infraestructura Carretera"	9963998.85	873	2024	"Modernización el camino rural Xuchitlan - Toscalao, subtramo: Toscalao - Tetlapaya (Segunda Etapa), Lolotla."	FALSE
495	13034	"Lolotla"	"Infraestructura Carretera"	8605715.62	641	2024	"Rehabilitación de la C.E. Chantasco - Xalcuatla, municipio de Lolotla"	FALSE
496	13034	"Lolotla"	"Vialidades Urbanas"	995485.45	261	2022	"Pavimentación hidráulica de calle de acceso principal a Chiquitla, municipio de Lolotla"	TRUE
497	13034	"Lolotla"	"Infraestructura Carretera"	3484576.8	10380	2023	"Rehabilitación del tramo Comontla - Ixtacuatla, del km 0+000 al km 4+500; en el municipio de Lolotla."	TRUE
498	13034	"Lolotla"	"Infraestructura Carretera"	4694159.22	95	2023	"Rehabilitación del tramo acceso a La Florida, del km 0+000 al km 6+000; en el municipio de Lolotla."	TRUE
499	13034	"Lolotla"	"Infraestructura Carretera"	11630860.91	95	2024	"Reconstrucción del C.R. Jalpa - La Florida, municipio de Lolotla"	FALSE
500	13034	"Lolotla"	"Infraestructura Carretera"	2428036.26	NA	2024	"Rehabilitación de camino E.C. de Cuatitlanapa a La Unión a la Florida, en el municipio de Lolotla."	TRUE
501	13034	"Lolotla"	"Infraestructura Carretera"	3875328	928	2023	"Rehabilitación del tramo E.C. (Pachuca - Huejutla) - Tlaltepingo, del Km 0+000 al Km 5+000; en el municipio de Lolotla"	TRUE
502	13034	"Lolotla"	"Vialidades Urbanas"	1469468.85	359	2022	"Pavimentación de calle de acceso principal a Tlaltepingo, municipio de Lolotla"	TRUE
503	13034	"Lolotla"	"Infraestructura Hídrica"	206136.96	NA	2022	"Construcción de Sanitario con Biodigestor, en el municipio de Lolotla"	TRUE
504	13034	"Lolotla"	"Vivienda Asequible"	4276199.76	NA	2022	"Construcción de Cuarto Dormitorio, en el municipio de Lolotla"	FALSE
505	13034	"Lolotla"	"Infraestructura Carretera"	4705390.24	NA	2024	"Rehabilitación de camino Cuatitlanapa a La Unión, del km 0.000 al km 6.000, en el municipio de Lolotla."	FALSE
506	13034	"Lolotla"	"Infraestructura Carretera"	3150684.36	NA	2024	"Rehabilitación de camino Xuchitlan a Cuatitlanapa, en el municipio de Lolotla."	FALSE
507	13034	"Lolotla"	"Infraestructura Carretera"	4163284.03	835	2023	"Modernización del camino rural Xuchitlan - Toscalao, subtramo: Toscalao - Tetlapaya"	TRUE
