"ID"	"CVEGEO_MUN"	"NOM_MUN"	"Rubro"	"Inversión"	"Habitantes beneficiados"	"Ejercicio"	"Obra"	"tiene_geo"
1080	13057	"Singuilucan"	"Vialidades Urbanas"	14999828.42	NA	2023	"Construcción de pavimento hidráulico en calle La Unión (carretera México-Tuxpan a La Unión); en el municipio de Singuilucan."	TRUE
1081	13057	"Singuilucan"	"Infraestructura Hídrica"	5730673.15	13554	2024	"Línea de Tanque Tlazala a Tanque Olvera Etapa 1"	FALSE
1082	13057	"Singuilucan"	"Infraestructura Carretera"	10998958.47	NA	2024	"Pavimentación asfáltica de carretera Singuilucan - Francisco I Madero, tramo: La Conchita - La Gloria, en el municipio de Singuilucan"	FALSE
1083	13058	"Tasquillo"	"Infraestructura Hídrica"	244612.75	337	2024	"Rehabilitación de Linea de conducción de Sistema de Agua Potable en la localidad de El Motho."	TRUE
1084	13058	"Tasquillo"	"Vivienda Asequible"	2806586.88	NA	2024	"Construcción de cuartos dormitorios en el municipio de Tasquillo"	TRUE
1085	13058	"Tasquillo"	"Infraestructura Hídrica"	12047280.31	1674	2023	"Construcción de alcantarillado sanitario y Planta de tratamiento de aguas residuales Centro en Caltimacán, municipio de Tasquillo"	TRUE
1086	13058	"Tasquillo"	"Infraestructura Carretera"	6087561.4	NA	2025	"Construcción de pavimentación asfáltica del acceso principal de la localidad de Huizachez, en el municipio de Tasquillo"	FALSE
1087	13058	"Tasquillo"	"Infraestructura Hídrica"	553044.82	588	2024	"Rehabilitación de Línea de Conducción de Sistema de Agua Potable en la localidad de Juchitlán"	TRUE
1088	13058	"Tasquillo"	"Infraestructura Hídrica"	1558591.35	18	2024	"Rehabilitación de tubería de agua potable en la localidad de La Florida"	TRUE
1089	13058	"Tasquillo"	"Infraestructura Hídrica"	3929458.72	1837	2022	"Construcción de red de distribución con tomas domiciliarias Portezuelo etapa seis de diez"	TRUE
1090	13058	"Tasquillo"	"Infraestructura Hídrica"	10427401.878	1837	2024	"Construcción de red de distribución con tomas domiciliarias Portezuelo (Terminación)"	TRUE
1091	13058	"Tasquillo"	"Infraestructura Carretera"	15772760.09	NA	2024	"Construcción de pavimentación del tramo carretero C.R. Portezuelo a Santiago Ixtlahuaca, en el municipio de Tasquillo."	TRUE
1092	13058	"Tasquillo"	"Infraestructura Hídrica"	3925989.23	1837	2023	"Construcción de red de distribución con tomas domiciliarias Portezuelo etapa siete de diez, Tasquillo"	TRUE
1093	13058	"Tasquillo"	"Vialidades Urbanas"	2238018.26	540	2023	"Pavimentación asfáltica de calle Los Nogal; es de la localidad de Remedios; en el municipio de Tasquillo"	TRUE
1094	13058	"Tasquillo"	"Espacios Públicos"	981431.72	481	2024	"Construcción del Corredor Artesanal en la localidad de Rinconada municipio de Tasquillo."	FALSE
1095	13058	"Tasquillo"	"Infraestructura Hídrica"	815785.05	1051	2024	"Reparación de Planta de Tratamiento de Agua Residual en la localidad de San Isidro."	TRUE
1096	13058	"Tasquillo"	"Vivienda Asequible"	1025875.53	NA	2022	"Construcción de cuarto dormitorio, en el municipio de Tasquillo"	FALSE
1097	13059	"Tecozautla"	"Infraestructura Hídrica"	1408487.11	2129	2023	"Construcción de sistema integral de agua potable para las localidades de Bomanxotha y Bothe, municipio de Tecozautla, etapa dos de tres."	TRUE
1098	13059	"Tecozautla"	"Infraestructura Hídrica"	3920447.46	2129	2022	"Construcción de sistema integral de agua potable para las localidades de Bomanxotha y Bothé, municipio de Tecozautla, etapa una de tres."	TRUE
1099	13059	"Tecozautla"	"Infraestructura Carretera"	6881494.39	2129	2024	"Empedrado Ahogado en camino de interconexión Bomanxotha - La Mesilla, en el municipio de Tecozautla"	TRUE
1100	13059	"Tecozautla"	"Vivienda Asequible"	2530616.34	NA	2024	"Construcción de cuartos dormitorios en el municipio de Tecozautla"	TRUE
1101	13059	"Tecozautla"	"Infraestructura Carretera"	7498803.98	NA	2024	"Construye Tu Camino del tramo Camino Real Oriente en la localidad Gandhó, en el municipio de Tecozautla."	TRUE
1102	13059	"Tecozautla"	"Infraestructura Carretera"	5181262.53	2382	2024	"Reconstrucción del camino Gandhó - Al Crucero (Carretera Tecozautla - Huichapan), en el municipio de Tecozautla"	TRUE
1103	13059	"Tecozautla"	"Infraestructura Hídrica"	4517673.87	NA	2023	"Reubicación y perforación de pozo de uso público urbano para abastecer a las comunidades de Guadalupe, Bajhí, El Palmar, San José del Desierto, municipio de Tecozautla"	TRUE
1104	13059	"Tecozautla"	"Vialidades Urbanas"	6135995.79	2560	2023	"Empedrado ahogado en libramiento Bojhay a centro de Pañhé, en el municipio de Tecozautla."	TRUE
1105	13059	"Tecozautla"	"Espacios Públicos"	787972.2	2560	2024	"Construcción del Corredor Artesanal en la localidad de Pañhe, municipio de Tecozautla"	TRUE
1106	13059	"Tecozautla"	"Vialidades Urbanas"	9599140.36	6701	2023	"Concreto hidráulico en Tecozautla calle Gardenia"	TRUE
1107	13059	"Tecozautla"	"Espacios Públicos"	8526768.94	6701	2024	"Construcción de trota pista, espacios lúdicos y gimnasio al aire libre, en la Reserva Centro (Cancha de Futbol 7), en la cabecera municipal de Tecozautla"	TRUE
1108	13059	"Tecozautla"	"Infraestructura Hídrica"	235714.17	NA	2024	"Construcción de líneas de distribución de agua potable en Fraccionamiento la Cruz de Piedra, municipio de Tecozautla"	TRUE
1109	13059	"Tecozautla"	"Infraestructura Carretera"	19283628.09	NA	2023	"Reconstrucción del camino Gandhó - Rancho Viejo - El Geiser - La Salitrera - Uxdejhe (Estatal 101) del Km 0+000 Al Km 4+000, en el municipio Tecozautla."	FALSE
1110	13060	"Tenango de Doria"	"Vivienda Asequible"	2992297.92	NA	2024	"Construcción de cuartos dormitorios en el municipio de Tenango de Doria"	TRUE
1111	13060	"Tenango de Doria"	"Infraestructura Carretera"	4183061.74	464	2024	"Construcción de pavimentación de concreto hidráulico en camino rural tramo Cerro Chico - San José del Valle, sub&#10;tramo uno: del 6+615.00 al 6+765.00, sub tramo dos: del 7+705.00 al 7+255.00, sub tramo tres del 11+345.00 al 11+520.00, en el municipio de Tenango de Doria."	FALSE
1112	13060	"Tenango de Doria"	"Espacios Públicos"	1975502.02	2433	2023	"Arco de Bienvenida Tenango de Doria"	TRUE
1113	13060	"Tenango de Doria"	"Infraestructura Carretera"	36490785.98	2785	2023	"Reconstrucción de la C.E. Tenango de Doria al Desdavi."	TRUE
1114	13060	"Tenango de Doria"	"Infraestructura Hídrica"	470084.28	255	2024	"SAP El Temapá.- Línea de conducción 355.00 m de tubería de FoGo de 2\" de diámetro."	TRUE
1115	13060	"Tenango de Doria"	"Infraestructura Hídrica"	464937.92	155	2024	"SAP La Reforma.- En red de distribución 58.00 m de tubería de FoGo de  2\" de diámetro 58 m de tubería de 1 1/4\" de diámetro, 60.60 m de 2\" de diámetro de PVC, en linea de conducción 25.60 m de tubo de FoGo de 3\" de diámetro en linea de conducción."	TRUE
1116	13060	"Tenango de Doria"	"Infraestructura Carretera"	5805881.39	793	2023	"Pavimentación del tramo carretero San Pablo El Grande, entronque a San Nicolás"	TRUE
1117	13060	"Tenango de Doria"	"Infraestructura Carretera"	5798561.11	1052	2023	"Pavimentación C.R. Santa María Temaxcalapa - Cerro Chiquito."	TRUE
1118	13060	"Tenango de Doria"	"Infraestructura Carretera"	67788759.23	NA	2023	"Reconstrucción de la C.E. Desdavi a Santa María Temaxcalapa."	TRUE
1119	13060	"Tenango de Doria"	"Vialidades Urbanas"	8461596.23	NA	2025	"Rehabilitación de pavimentación hidráulica en calle de acceso a la localidad de Santa María Temaxcalapa, en el municipio de Tenango de Doria"	FALSE
1120	13060	"Tenango de Doria"	"Infraestructura Carretera"	10925391.21	1381	2024	"Construcción de pavimentación asfáltica en la localidad de Santa Mónica, municipio de Tenango de Doria."	TRUE
1121	13060	"Tenango de Doria"	"Infraestructura Hídrica"	11662220.23	2614	2023	"Sustitución de Línea de conducción de agua potable de la cabecera municipal de Tenango de Doria, estado de Hidalgo."	TRUE
1122	13060	"Tenango de Doria"	"Infraestructura Carretera"	39261818.68	NA	2023	"Rehabilitación de la C.E. Metepec-Tenango de Doria."	TRUE
1123	13060	"Tenango de Doria"	"Espacios Públicos"	3980886.7	2614	2024	"Segunda etapa del Centro Cultural Regional de la Sierra Otomí Tepehua"	FALSE
1124	13060	"Tenango de Doria"	"Infraestructura Carretera"	8138840.87	NA	2025	"Construcción de pavimentación en camino rural tramo Piedras  Negras - El Bopo, en el municipio de Tenango de Doria"	FALSE
1125	13060	"Tenango de Doria"	"Infraestructura Carretera"	7019012.68	NA	2025	"Construcción del puente vehicular en camino rural Cerro Chiquito a San José del Valle, en el municipio de Tenango de Doria"	FALSE
1126	13060	"Tenango de Doria"	"Infraestructura Carretera"	45404597.14	17202	2022	"Reconstrucción carretera estatal Tenango de Doria - Huehuetla, subtramo: Santa María Temascalapa - Huehuetla tres tramos, municipios de Tenango de Doria y Huehuetla"	FALSE
1127	13060	"Tenango de Doria"	"Infraestructura Carretera"	8795315.48	NA	2024	"Pavimentación de carpeta asfáltica C.M. San Nicolás - San Pablo El Grande, municipio de Tenango de Doria"	FALSE
1128	13061	"Tepeapulco"	"Infraestructura Carretera"	8608446.32	412	2024	"Pavimentación asfáltica del tramo Francisco Sarabia - entronque Tlacatepa, en la localidad de Francisco Sarabia del municipio de Tepeapulco"	FALSE
1129	13061	"Tepeapulco"	"Infraestructura Carretera"	6100000	NA	2024	"Construye Tu Camino del tramo La Asunción en la localidad de Francisco Sarabia, en el municipio de Tepeapulco"	TRUE
1130	13061	"Tepeapulco"	"Vialidades Urbanas"	2195911.05	31737	2023	"Construcción de pavimento hidráulico en calle Álamos, en el municipio de Tepeapulco"	TRUE
1131	13061	"Tepeapulco"	"Espacios Públicos"	22738996.16	31737	2023	"Fortalecimiento para la Atención de Niñas, Niños y Adolescentes Migrantes en Ciudad Sahagún Estado de Hidalgo, para la Construcción del Albergue para Niñez y Adolescencia Migrante Acompañada y no Acompañada"	TRUE
1132	13061	"Tepeapulco"	"Vialidades Urbanas"	3500098.67	NA	2023	"Reconstrucción de la avenida Diesel Nacional; en el municipio de Tepeapulco."	TRUE
1133	13061	"Tepeapulco"	"Vialidades Urbanas"	2541553.76	NA	2023	"Construcción de pavimento hidráulico en calle Jaspe, en el municipio de Tepeapulco"	TRUE
1134	13061	"Tepeapulco"	"Vialidades Urbanas"	2345061.37	NA	2023	"Construcción de pavimento hidráulico en calle Mirto, en el municipio de Tepeapulco"	TRUE
1135	13061	"Tepeapulco"	"Vialidades Urbanas"	1764224.8	NA	2023	"Construcción de Pavimentación Asfáltica en Calle Guadalupe Col. 21 de Julio; en el municipio de Tepeapulco ."	TRUE
1136	13061	"Tepeapulco"	"Vialidades Urbanas"	7024993.96	NA	2023	"Pavimentación asfáltica del Corredor Industrial."	TRUE
1137	13061	"Tepeapulco"	"Espacios Públicos"	783975.98	31737	2024	"Levantamiento topográfico para reconocimiento y delimitación de bienes inmuebles, propiedad de la Corporación de Fomento de Infraestructura Industrial (Reserva de las 311 Ha); ubicada en Cd. Sahagún, municipio de Tepeapulco, Estado de Hidalgo."	FALSE
1138	13061	"Tepeapulco"	"Espacios Públicos"	776455.25	NA	2024	"Análisis costo beneficio del Proyecto de acceso a la Reserva Denominada de las 311 HA en Cd. Sahagún."	FALSE
1139	13061	"Tepeapulco"	"Vialidades Urbanas"	23046447.56	NA	2024	"Reconstrucción de la Avenida Corredor Industrial 2a. etapa en el Parque industrial Sahagún, en el municipio de Tepeapulco."	FALSE
1140	13061	"Tepeapulco"	"Vivienda Asequible"	661904.06	NA	2024	"Construcción de cuartos dormitorios en el municipio de Tepeapulco"	TRUE
1141	13061	"Tepeapulco"	"Vialidades Urbanas"	3864162.74	16368	2023	"Construcción de pavimento de Calle 16 de Enero, Col. El Calvario, municipio de Tepeapulco"	TRUE
1142	13061	"Tepeapulco"	"Infraestructura Hídrica"	11470276.55	NA	2023	"Resposición de pozo Corralillos 1 Tepeapulco"	TRUE
1143	13061	"Tepeapulco"	"Espacios Públicos"	294617.36	16368	2024	"Rehabilitación de CGI de Tepeapulco"	TRUE
1144	13061	"Tepeapulco"	"Vialidades Urbanas"	29503605.04	NA	2024	"Construcción de Avenida Calzada Periférica 1ra. Etapa, Cd. Sahagún Municipio Tepeapulco."	FALSE
1145	13061	"Tepeapulco"	"Infraestructura Hídrica"	2012897.24	180	2024	"Línea de Conducción de Tanque Tlazala a las Comunidades de Palmilla y Tlacatepa"	FALSE
1146	13061	"Tepeapulco"	"Vivienda Asequible"	875230.528097351	NA	2023	"Programa para la ampliación de  vivienda modalidad construcción de cuarto dormitorio en los municipios de Tepeapulco, Tulancingo de Bravo  y Zapotlán"	FALSE
1146	13077	"Tulancingo de Bravo"	"Vivienda Asequible"	2619996.24473683	NA	2023	"Programa para la ampliación de  vivienda modalidad construcción de cuarto dormitorio en los municipios de Tepeapulco, Tulancingo de Bravo  y Zapotlán"	FALSE
1146	13082	"Zapotlán de Juárez"	"Vivienda Asequible"	333675.317165819	NA	2023	"Programa para la ampliación de  vivienda modalidad construcción de cuarto dormitorio en los municipios de Tepeapulco, Tulancingo de Bravo  y Zapotlán"	FALSE
1147	13062	"Tepehuacán de Guerrero"	"Vivienda Asequible"	3437345.39	NA	2024	"Construcción de cuartos dormitorios en el municipio de Tepehuacán de Guerrero"	TRUE
1148	13062	"Tepehuacán de Guerrero"	"Vivienda Asequible"	3940298.5	NA	2023	"Construcción de 26 cuartos dormitorio en el municipio de Tepehuacán de Guerrero"	TRUE
1149	13062	"Tepehuacán de Guerrero"	"Infraestructura Carretera"	6412990.75	1400	2023	"Construye tu Camino del Acceso a Acuimantla, en el municipio de Tepehuacán de Guerrero."	TRUE
1150	13062	"Tepehuacán de Guerrero"	"Infraestructura Carretera"	2988496.83	667	2024	"Rehabilitación de camino puente Cahuazas, sobre el camino Cahuazas a Ixtlapalaco, en el municipio de Tepehuacán de Guerrero."	TRUE
1151	13062	"Tepehuacán de Guerrero"	"Infraestructura Carretera"	4462024.88	3873	2024	"Rehabilitación de la carretera de Chilijapa a Teyahuala a Texcapa, municipio de Tepehuacán de Guerrero"	FALSE
1152	13062	"Tepehuacán de Guerrero"	"Infraestructura Carretera"	7849174.97	3400	2024	"Rehabilitación de camino E.C. de Tepehuacán a San Juan Ahuehueco, a Choquintla, en el municipio de Tepehuacán de Guerrero."	TRUE
1153	13062	"Tepehuacán de Guerrero"	"Infraestructura Carretera"	5518495.4	515	2023	"Rehabilitación del tramo Ixtlapalaco - Cahuazas, del Km 0+000 al Km 7+000; en el municipio de Tepehuacán de Guerrero."	TRUE
1154	13062	"Tepehuacán de Guerrero"	"Infraestructura Carretera"	1570068	762	2024	"Rehabilitación de camino de San Andrés a La Palma, en el municipio de Tepehuacan de Guerrero."	TRUE
1155	13062	"Tepehuacán de Guerrero"	"Infraestructura Hídrica"	6489285.9	1233	2023	"Rehabilitación del Sistema de agua potable de la localidad de La Reforma, municipio de Tepehuacán de Guerrero"	TRUE
1156	13062	"Tepehuacán de Guerrero"	"Infraestructura Carretera"	3146507.74	NA	2023	"Rehabilitación del acceso a La Reforma, del Km 0+000 al Km 4+000; en el municipio de Tepehuacán de Guerrero"	TRUE
1157	13062	"Tepehuacán de Guerrero"	"Infraestructura Carretera"	6647068.91	844	2024	"Construcción de pavimentación hidráulica acceso a Petlapixca, en el municipio de Tepehuacán de Guerrero"	FALSE
1158	13062	"Tepehuacán de Guerrero"	"Infraestructura Carretera"	7375860.74	2783	2024	"Rehabilitación de camino E.C. de Tamala a Tepehuacan, a San Miguel, del km 0.000 al km 9.400, en el municipio de Tepehuacan de Guerrero."	TRUE
1159	13062	"Tepehuacán de Guerrero"	"Infraestructura Carretera"	5680135.54	150	2023	"Rehabilitación del tramo Tenango - Ahuatetla, del km 0+000 al km 7+300; en el municipio de Tepehuacán de Guerrero"	TRUE
1160	13062	"Tepehuacán de Guerrero"	"Infraestructura Carretera"	2493887.64	2241	2024	"Muro de contención en la comunidad de Texcapa, municipio de Tepehuacán de Guerrero."	TRUE
1161	13062	"Tepehuacán de Guerrero"	"Infraestructura Carretera"	2373699.64	720	2023	"Rehabilitación del tramo Teyahuala - Coyutla, del Km 0+000 al Km 3+000; en el municipio de Tepehuacán de Guerrero."	TRUE
1162	13062	"Tepehuacán de Guerrero"	"Infraestructura Carretera"	4308733.97	289	2023	"Rehabilitación del acceso a Tizapa, del km 0+000 al km 5+500; en el municipio de Tepehuacán de Guerrero"	TRUE
1163	13062	"Tepehuacán de Guerrero"	"Vivienda Asequible"	1233110.8	48	2022	"Construcción de Cuarto Dormitorio, en el municipio de Tepehuacán de Guerrero"	FALSE
1164	13062	"Tepehuacán de Guerrero"	"Infraestructura Carretera"	2806876.46	NA	2024	"Rehabilitación de camino de Zacualtipanito a Petlapixca, en el municipio de Tepehuacan de Guerrero."	FALSE
1165	13062	"Tepehuacán de Guerrero"	"Infraestructura Carretera"	7482072.45	NA	2024	"Reconstrucción de la C.E. Casetas Otongo, municipio de Tlanchinol."	FALSE
1166	13062	"Tepehuacán de Guerrero"	"Infraestructura Carretera"	4696870.95	153	2023	"Rehabilitación del tramo Xiliapa - Acoyotla, del km 0+000 al km 6+000; en el municipio de Tepehuacán de Guerrero"	TRUE
1167	13062	"Tepehuacán de Guerrero"	"Infraestructura Carretera"	3138083.62	1640	2023	"Rehabilitación del acceso a Zacualtipanito, del Km 0+000 al Km 4+000; en el municipio de Tepehuacán de Guerrero"	TRUE
1168	13062	"Tepehuacán de Guerrero"	"Infraestructura Carretera"	5736174.53	1640	2024	"Construcción de pavimentación hidráulica acceso a Zacualtipanito, en el municipio de Tepehuacán de Guerrero"	FALSE
1169	13063	"Tepeji del Río de Ocampo"	"Infraestructura Carretera"	13486146.5	2026	2024	"Pavimentación asfáltica del camino rural de San Buenaventura - Cantera de Villagrán, en el municipio de Tepeji del Río"	FALSE
1170	13063	"Tepeji del Río de Ocampo"	"Infraestructura Hídrica"	1944415.01	4362	2022	"Construcción de sistema de agua potable de San Buenaventura, etapa una de diez"	TRUE
1171	13063	"Tepeji del Río de Ocampo"	"Infraestructura Hídrica"	5490855.708	4362	2024	"Construcción de sistema de agua potable de San Buenaventura, etapa tres de diez"	TRUE
1172	13063	"Tepeji del Río de Ocampo"	"Infraestructura Carretera"	23784128.13	4231	2023	"Pavimentación de acceso al COBAEH de San Ildefonso, en el municipio de Tepeji del Río."	TRUE
1173	13063	"Tepeji del Río de Ocampo"	"Infraestructura Hídrica"	1939624.5	2366	2023	"Perforación exploratoria de pozo en Santa María Magdalena, Tepeji del Río de Ocampo"	TRUE
1174	13063	"Tepeji del Río de Ocampo"	"Infraestructura Hídrica"	3369571.2596	2366	2024	"Terminación de pozo Santa María Magdalena, municipio de Tepeji del Río"	TRUE
1175	13063	"Tepeji del Río de Ocampo"	"Infraestructura Hídrica"	3897449.07	NA	2023	"Construcción de sistema de agua potable de San Buenaventura, etapa dos de diez, Tepeji del Río de Ocampo"	TRUE
1176	13063	"Tepeji del Río de Ocampo"	"Infraestructura Carretera"	12414377.06	36618	2023	"Reconstrucción de la carretera estatal acceso a Tepeji del Río, municipio de Tepeji del Río"	TRUE
1177	13063	"Tepeji del Río de Ocampo"	"Infraestructura Carretera"	32374782.42	NA	2025	"Construcción de Puente Nuevo Denominado La Romera, en el municipio de Tepej del Río de Ocampo"	FALSE
1178	13063	"Tepeji del Río de Ocampo"	"Espacios Públicos"	67708010.59	NA	2023	"Fortalecimiento para la Atención de Niñas, Niños y Adolescentes Migrantes en el Municipio de Tepeji del Río, Estado de Hidalgo, para la construcción del Albergue para Niñez y Adolescencia Migrante Acompañada y no Acompañada"	TRUE
1179	13064	"Tepetitlán"	"Vialidades Urbanas"	2263695.47	676	2024	"Pavimentación hidráulica en calle Olivos, ampliación segunda manzana, en el municipio de Tepetitlán"	FALSE
1180	13064	"Tepetitlán"	"Infraestructura Carretera"	35437298.97	NA	2023	"Rehabilitación de la C.E. Tula de Allende - Tepetitlán, en el municipio de Tepetitlán."	TRUE
1181	13064	"Tepetitlán"	"Vialidades Urbanas"	2904798	1499	2023	"Pavimentación hidráulica en calle Galo, en la localidad Gral. Pedro María Anaya, municipio de Tepetitlán."	TRUE
1182	13064	"Tepetitlán"	"Infraestructura Hídrica"	3980000	1134	2022	"Construcción de sistema integral de agua potable del pozo Jaguey En La Loma, Tepetitlán, etapa dos de ocho."	TRUE
1183	13064	"Tepetitlán"	"Vialidades Urbanas"	4982261.79	1134	2024	"Pavimentación hidráulica de calle Michimaloyan, en la localidad de la Loma, municipio de Tepetitlán"	FALSE
1184	13064	"Tepetitlán"	"Espacios Públicos"	4352255.9	836	2023	"Rehabilitación del Polideportivo en cabecera municipal de Tepetitlán."	TRUE
1185	13064	"Tepetitlán"	"Infraestructura Carretera"	15875903.4	NA	2025	"Pavimentación hidráulica de acceso a la Col. El Xithi, primera sección, en el municipio de Tepetitlán."	FALSE
1186	13065	"Tetepango"	"Infraestructura Carretera"	10970281.75	24	2024	"Reconstrucción de la C.E. Juandhó - Ulapa- Tetepango, en el municipio de Tetepango"	FALSE
1187	13065	"Tetepango"	"Vialidades Urbanas"	7167175.33	9145	2023	"Construcción de pavimentación hidráulica en calle Lázaro Cárdenas, colonia Rojo Gómez; en el municipio de Tetepango"	TRUE
1188	13065	"Tetepango"	"Vialidades Urbanas"	3132018.17	NA	2023	"Construcción de pavimentación hidráulica en calle Las Torres, municipio de Tetepango"	TRUE
1189	13067	"Tezontepec de Aldama"	"Infraestructura Carretera"	3756847.1	300	2023	"Construye Tu Camino en la localidad de Santa María Nativitas Atengo, en el municipio de Tezontepec de Aldama."	TRUE
1190	13067	"Tezontepec de Aldama"	"Vivienda Asequible"	1591074.2	NA	2024	"Construcción de cuartos dormitorios en el municipio de Tezontepec de Aldama"	TRUE
1191	13067	"Tezontepec de Aldama"	"Infraestructura Carretera"	1472089.8	NA	2023	"Construye tu Camino del Acceso Panuaya - Centro, municipio de Tezontepec de Aldama."	TRUE
1192	13067	"Tezontepec de Aldama"	"Infraestructura Carretera"	1583922.32	5061	2023	"Construye Tu Camino del Acceso Panuaya - Mangas, en el municipio de Tezontepec de Aldama."	TRUE
1193	13067	"Tezontepec de Aldama"	"Vialidades Urbanas"	2326969.29	7798	2023	"Pavimentación de concreto hidráulico y construcción de línea de alcantarillado sanitario, en calle de Acceso al Banco Bienestar, en el municipio de Tezontepec de Aldama"	TRUE
1194	13067	"Tezontepec de Aldama"	"Infraestructura Hídrica"	1999188.45	3062	2022	"Construcción de ampliación del sistema de agua potable San Gabriel, etapa dos de cinco."	TRUE
1195	13067	"Tezontepec de Aldama"	"Infraestructura Hídrica"	5e+06	3062	2023	"Construcción de ampliación del sistema de agua potable San Gabriel, etapa tres de cinco, Tezontepec de Aldama"	TRUE
1196	13067	"Tezontepec de Aldama"	"Infraestructura Hídrica"	7546598.54	NA	2024	"Construcción de ampliación del sistema de agua potable San Gabriel.(Terminación)"	TRUE
1197	13067	"Tezontepec de Aldama"	"Vialidades Urbanas"	11887952.07	3062	2024	"Pavimentación hidráulica de avenida Revolución, San Gabriel Atengo - Achichilco, municipio de Tezontepec de Aldama."	TRUE
1198	13067	"Tezontepec de Aldama"	"Vialidades Urbanas"	2568558.57	1300	2023	"Pavimentación hidráulica de la calle Rio Tula, en la colonia San Juan; en el municipio de Tezontepec de Aldama."	TRUE
1199	13067	"Tezontepec de Aldama"	"Vialidades Urbanas"	1889203.13	1548	2023	"Pavimentación hidráulica en calle Jazmines, en la localidad de Tenango; en el municipio de Tezontepec de Aldama."	TRUE
1200	13068	"Tianguistengo"	"Infraestructura Carretera"	7673215.76	926	2024	"Rehabilitacion C.R. crucero de Otlamalacatla a Xochimilco, subtramo Otlamalacatla El Hormiguero, en el municipio de Tianguistengo."	TRUE
1201	13068	"Tianguistengo"	"Infraestructura Carretera"	14382050.49	732	2024	"Rehabilitación de la C.E. Zacualtipán a Soyatla, tramo Oxpantla a Soyatla, en el municipio de Tianguistengo"	TRUE
1202	13068	"Tianguistengo"	"Infraestructura Carretera"	25485576.07	1731	2023	"Reconstrucción de la C.E. Ramal - Tianguistengo (Acceso a Tianguistengo)"	TRUE
1203	13068	"Tianguistengo"	"Infraestructura Carretera"	16962781.71	NA	2025	"Modernización del camino tramo Tianguistengo - Chinameca, en el municipio de Tianguistengo"	FALSE
1204	13068	"Tianguistengo"	"Vivienda Asequible"	1322234.5	52	2022	"Construcción de Cuarto Dormitorio, en el municipio de Tianguistengo"	FALSE
1205	13068	"Tianguistengo"	"Infraestructura Carretera"	35887142.35	NA	2024	"Rehabilitación de la carretera Tianguistengo a Pemuxco, municipio de Tianguistengo"	FALSE
1206	13068	"Tianguistengo"	"Infraestructura Carretera"	6556729.72	1000	2023	"Construye Tu Camino del Tramo Xochimilco - Polintotla, en el municipio de Tianguistengo."	TRUE
1207	13069	"Tizayuca"	"Vialidades Urbanas"	3191190.19	8361	2024	"Construcción de calle en la localidad de Tepojaco, en el municipio de Tizayuca"	FALSE
1208	13069	"Tizayuca"	"Vialidades Urbanas"	22171868.39	60265	2023	"Pavimentación de concreto hidráulico en el acceso a Huitzila, tramo: E.C. Carr. México - Pachuca a la calle Campeche; en el municipio de Tizayuca."	TRUE
1209	13069	"Tizayuca"	"Vialidades Urbanas"	7338700.76	NA	2023	"Pavimentación asfáltica circuito Pirules, municipio de Tizayuca."	TRUE
1210	13069	"Tizayuca"	"Vialidades Urbanas"	12100470.97	NA	2023	"Rehabilitación de pavimento asfáltico de la avenida Juárez, tramo: Blvd. Las Torres hacia E.C Libramiento Club Rotario, en el municipio de Tizayuca."	TRUE
1211	13069	"Tizayuca"	"Infraestructura Hídrica"	1.4e+07	60265	2024	"Adecuación al tren de piezas de pozos del acueducto Tizayuca."	TRUE
1212	13069	"Tizayuca"	"Vialidades Urbanas"	10855545.43	NA	2024	"Rehabilitación del Boulevard Ejército Mexicano, tramo Glorieta del Soldado E.C.F. México Pachuca."	TRUE
1213	13069	"Tizayuca"	"Infraestructura Hídrica"	2831115.94	120960	2022	"Inversión de 2.8 mdp en la adquisición de 6 macromedidores para pozos, tanques y cárcamos principales de Matilde y Tizayuca."	FALSE
1214	13048	"Pachuca de Soto"	"Infraestructura Hídrica"	1963442.0748103	NA	2022	"Inversión de 3 mdp en la adquisición de 5 equipos de bombeo de Tizayuca, Téllez y Pachuca."	FALSE
1214	13069	"Tizayuca"	"Infraestructura Hídrica"	1051284.2451897	NA	2022	"Inversión de 3 mdp en la adquisición de 5 equipos de bombeo de Tizayuca, Téllez y Pachuca."	FALSE
1215	13070	"Tlahuelilpan"	"Espacios Públicos"	2905405.09	NA	2023	"Rehabilitación de Centro Gerontológico Integral de Tlahuelilpan"	TRUE
1216	13070	"Tlahuelilpan"	"Infraestructura Carretera"	14508854.98	8657	2023	"Reconstrucción de la C.E. Mixquiahuala - Tula (paso por Tlahuelilpan)."	TRUE
1217	13070	"Tlahuelilpan"	"Infraestructura Carretera"	8113365.41	8657	2024	"Rehabilitación de pavimento libramiento Tlahuelilpan."	FALSE
1218	13070	"Tlahuelilpan"	"Infraestructura Carretera"	22779719.81	NA	2025	"Rehabilitación de pavimento libramiento Tlahuelilpan, segunda etapa, en el municipio de Tlahuelilpan"	FALSE
1219	13071	"Tlahuiltepa"	"Vivienda Asequible"	4037183.79	NA	2024	"Construcción de cuartos dormitorios en el municipio de Tlahuiltepa"	TRUE
1220	13071	"Tlahuiltepa"	"Infraestructura Hídrica"	7622780.2	87	2023	"Construcción de sistema de agua potable de la localidad de Cerro Chato, municipio de Tlahuiltepa"	TRUE
