"No.","Municipio_Original","CVEGEO","NOM_MUN","Rubro","Ejercicio","Obra","Localidad","Inversión","Avance","Habitantes beneficiados"
"1126","Tenango De Doria","13060","Tenango de Doria","Infraestructura Carretera","2022","Reconstrucción carretera estatal Tenango de Doria - Huehuetla subtramo: Santa María Temascalapa - Huehuetla tres tramos municipios de Tenango de Doria y Huehuetla","Varias",45404597.14,"1","17202"
"1127","Tenango De Doria","13060","Tenango de Doria","Infraestructura Carretera","2024","Pavimentación de carpeta asfáltica C.M. San Nicolás - San Pablo El Grande municipio de Tenango de Doria","Varias",8795315.48,"1","NA"
"1123","Tenango De Doria","13060","Tenango de Doria","Espacios Públicos","2024","Segunda etapa del Centro Cultural Regional de la Sierra Otomí Tepehua","Tenango de Doria",3980886.7,"0.47","2614"
"1111","Tenango De Doria","13060","Tenango de Doria","Infraestructura Carretera","2024","Construcción de pavimentación de concreto hidráulico en camino rural tramo Cerro Chico - San José del Valle sub
tramo uno: del 6+615.00 al 6+765.00 sub tramo dos: del 7+705.00 al 7+255.00 sub tramo tres del 11+345.00 al 11+520.00 en el municipio de Tenango de Doria.","Cerro Chiquito",4183061.74,"0.7","464"
"1110","Tenango De Doria","13060","Tenango de Doria","Vivienda Asequible","2024","Construcción de cuartos dormitorios en el municipio de Tenango de Doria","Agua Zarca Cerro Chiquito El Aguacate El Dequeña El Xuthi Huasquilla La Palizada Linda Vista Los Ahilares San Isidro La Laguna Santa María Temaxcalapa Tenango De Doria ",2992297.92,"0","NA"
"1118","Tenango De Doria","13060","Tenango de Doria","Infraestructura Carretera","2023","Reconstrucción de la C.E. Desdavi a Santa María Temaxcalapa.","Santa María Temaxcalapa",67788759.23,"1","NA"
"1122","Tenango De Doria","13060","Tenango de Doria","Infraestructura Carretera","2023","Rehabilitación de la C.E. Metepec-Tenango de Doria.","Tenango de Doria",39261818.68,"1","NA"
"1121","Tenango De Doria","13060","Tenango de Doria","Infraestructura Hídrica","2023","Sustitución de Línea de conducción de agua potable de la cabecera municipal de Tenango de Doria estado de Hidalgo.","Tenango de Doria",11662220.23,"1","2614"
"1124","Tenango De Doria","13060","Tenango de Doria","Infraestructura Carretera","2025","Construcción de pavimentación en camino rural tramo Piedras  Negras - El Bopo en el municipio de Tenango de Doria","Tenango de Doria",8138840.87,"0","NA"
"1129","Tepeapulco","13061","Tepeapulco","Infraestructura Carretera","2024","Construye Tu Camino del tramo La Asunción en la localidad de Francisco Sarabia en el municipio de Tepeapulco","Francisco Sarabia (Corralillos)",6100000,"0.22","NA"
"1130","Tepeapulco","13061","Tepeapulco","Vialidades Urbanas","2023","Construcción de pavimento hidráulico en calle Álamos en el municipio de Tepeapulco","Fray Bernanrdino de Sahagún (Ciudad Sahagún)",2195911.05,"1","31737"
"1128","Tepeapulco","13061","Tepeapulco","Infraestructura Carretera","2024","Pavimentación asfáltica del tramo Francisco Sarabia - entronque Tlacatepa en la localidad de Francisco Sarabia del municipio de Tepeapulco","Francisco Sarabia (Corralillos)",8608446.32,"0.97","412"
"1141","Tepeapulco","13061","Tepeapulco","Vialidades Urbanas","2023","Construcción de pavimento de Calle 16 de Enero Col. El Calvario municipio de Tepeapulco","Tepeapulco",3864162.74,"1","16368"
"1142","Tepeapulco","13061","Tepeapulco","Infraestructura Hídrica","2023","Resposición de pozo Corralillos 1 Tepeapulco","Tepeapulco",11470276.55,"1","NA"
"1140","Tepeapulco","13061","Tepeapulco","Vivienda Asequible","2024","Construcción de cuartos dormitorios en el municipio de Tepeapulco","Fray Bernardino De Sahagún (Ciudad Sahagún) Los Cides",661904.06,"0","NA"
"1132","Tepeapulco","13061","Tepeapulco","Vialidades Urbanas","2023","Reconstrucción de la avenida Diesel Nacional en el municipio de Tepeapulco.","Fray Bernardino de Sahagún (Ciudad Sahagún)",3500098.67,"0.99","NA"
"1133","Tepeapulco","13061","Tepeapulco","Vialidades Urbanas","2023","Construcción de pavimento hidráulico en calle Jaspe en el municipio de Tepeapulco","Fray Bernardino de Sahagún (Ciudad Sahagún)",2541553.76,"1","NA"
"1139","Tepeapulco","13061","Tepeapulco","Vialidades Urbanas","2024","Reconstrucción de la Avenida Corredor Industrial 2a. etapa en el Parque industrial Sahagún en el municipio de Tepeapulco.","Fray Bernardino de Sahagún (Ciudad Sahagún)",23046447.56,"0.71799999999999997","NA"
"1131","Tepeapulco","13061","Tepeapulco","Espacios Públicos","2023","Fortalecimiento para la Atención de Niñas Niños y Adolescentes Migrantes en Ciudad Sahagún Estado de Hidalgo para la Construcción del Albergue para Niñez y Adolescencia Migrante Acompañada y no Acompañada","Fray Bernardino de Sahagún (Ciudad Sahagún)",22738996.16,"0.96","31737"
"1136","Tepeapulco","13061","Tepeapulco","Vialidades Urbanas","2023","Pavimentación asfáltica del Corredor Industrial.","Fray Bernardino de Sahagún (Ciudad Sahagún)",7024993.96,"1","NA"
"1137","Tepeapulco","13061","Tepeapulco","Espacios Públicos","2024","Levantamiento topográfico para reconocimiento y delimitación de bienes inmuebles propiedad de la Corporación de Fomento de Infraestructura Industrial (Reserva de las 311 Ha) ubicada en Cd. Sahagún municipio de Tepeapulco Estado de Hidalgo.","Fray Bernardino de Sahagún (Ciudad Sahagún)",783975.98,"0.68","31737"
"1143","Tepeapulco","13061","Tepeapulco","Espacios Públicos","2024","Rehabilitación de CGI de Tepeapulco","Tepeapulco",294617.36,"0.87230000000000008","16368"
"1134","Tepeapulco","13061","Tepeapulco","Vialidades Urbanas","2023","Construcción de pavimento hidráulico en calle Mirto en el municipio de Tepeapulco","Fray Bernardino de Sahagún (Ciudad Sahagún)",2345061.37,"1","NA"
"1144","Tepeapulco","13061","Tepeapulco","Vialidades Urbanas","2024","Construcción de Avenida Calzada Periférica 1ra. Etapa Cd. Sahagún Municipio Tepeapulco.","Tepeapulco",29503605.04,"0.56999999999999995","NA"
"1145","Tepeapulco","13061","Tepeapulco","Infraestructura Hídrica","2024","Línea de Conducción de Tanque Tlazala a las Comunidades de Palmilla y Tlacatepa","Tlacatepa",2012897.24,"0.1","180"
"1138","Tepeapulco","13061","Tepeapulco","Espacios Públicos","2024","Análisis costo beneficio del Proyecto de acceso a la Reserva Denominada de las 311 HA en Cd. Sahagún.","Fray Bernardino de Sahagún (Ciudad Sahagún)",776455.25,"0.78","NA"
"1135","Tepeapulco","13061","Tepeapulco","Vialidades Urbanas","2023","Construcción de Pavimentación Asfáltica en Calle Guadalupe Col. 21 de Julio en el municipio de Tepeapulco .","Fray Bernardino de Sahagún (Ciudad Sahagún)",1764224.8,"1","NA"
"1146","Tepeapulco, Tulancingo De Bravo, Zapotlan De Juarez","NA","NA","Vivienda Asequible","2023","Programa para la ampliación de  vivienda modalidad construcción de cuarto dormitorio en los municipios de Tepeapulco Tulancingo de Bravo  y Zapotlán","AcayucaFray Bernardino de Sahagén (Ciudad Sahagén)Los ReyesSan Pedro HuaquilpanSanta Ana HueytlalpanTepeapulcoTulancingoZapotlán de Juárez",3828902.09,"1","NA"
"1153","Tepehuacan De Guerrero","13062","Tepehuacán de Guerrero","Infraestructura Carretera","2023","Rehabilitación del tramo Ixtlapalaco - Cahuazas del Km 0+000 al Km 7+000 en el municipio de Tepehuacán de Guerrero.","Ixtlapalaco",5518495.4,"1","515"
"1157","Tepehuacan De Guerrero","13062","Tepehuacán de Guerrero","Infraestructura Carretera","2024","Construcción de pavimentación hidráulica acceso a Petlapixca en el municipio de Tepehuacán de Guerrero","Petlapixca",6647068.91,"0.67959999999999998","844"
"1155","Tepehuacan De Guerrero","13062","Tepehuacán de Guerrero","Infraestructura Hídrica","2023","Rehabilitación del Sistema de agua potable de la localidad de La Reforma municipio de Tepehuacán de Guerrero","La Reforma",6489285.9,"1","1233"
"1152","Tepehuacan De Guerrero","13062","Tepehuacán de Guerrero","Infraestructura Carretera","2024","Rehabilitación de camino E.C. de Tepehuacán a San Juan Ahuehueco a Choquintla en el municipio de Tepehuacán de Guerrero.","Choquintla (San Nicolás Choquintla)",7849174.97,"0.45500000000000002","3400"
"1161","Tepehuacan De Guerrero","13062","Tepehuacán de Guerrero","Infraestructura Carretera","2023","Rehabilitación del tramo Teyahuala - Coyutla del Km 0+000 al Km 3+000 en el municipio de Tepehuacán de Guerrero.","Teyahuala",2373699.64,"1","720"
"1154","Tepehuacan De Guerrero","13062","Tepehuacán de Guerrero","Infraestructura Carretera","2024","Rehabilitación de camino de San Andrés a La Palma en el municipio de Tepehuacan de Guerrero.","La Palma",1570068,"0.72670000000000001","762"
"1163","Tepehuacan De Guerrero","13062","Tepehuacán de Guerrero","Vivienda Asequible","2022","Construcción de Cuarto Dormitorio en el municipio de Tepehuacán de Guerrero","Varias",1233110.8,"1","48"
"1156","Tepehuacan De Guerrero","13062","Tepehuacán de Guerrero","Infraestructura Carretera","2023","Rehabilitación del acceso a La Reforma del Km 0+000 al Km 4+000 en el municipio de Tepehuacán de Guerrero","La Reforma",3146507.74,"1","NA"
"1165","Tepehuacan De Guerrero","13062","Tepehuacán de Guerrero","Infraestructura Carretera","2024","Reconstrucción de la C.E. Casetas Otongo municipio de Tlanchinol.","Varias",7482072.45,"0.92","NA"
"1166","Tepehuacan De Guerrero","13062","Tepehuacán de Guerrero","Infraestructura Carretera","2023","Rehabilitación del tramo Xiliapa - Acoyotla del km 0+000 al km 6+000 en el municipio de Tepehuacán de Guerrero","Xiliapa",4696870.95,"1","153"
"1167","Tepehuacan De Guerrero","13062","Tepehuacán de Guerrero","Infraestructura Carretera","2023","Rehabilitación del acceso a Zacualtipanito del Km 0+000 al Km 4+000 en el municipio de Tepehuacán de Guerrero","Zacualtipanito",3138083.62,"1","1640"
"1168","Tepehuacan De Guerrero","13062","Tepehuacán de Guerrero","Infraestructura Carretera","2024","Construcción de pavimentación hidráulica acceso a Zacualtipanito en el municipio de Tepehuacán de Guerrero","Zacualtipanito",5736174.53,"0.78790000000000004","1640"
"1160","Tepehuacan De Guerrero","13062","Tepehuacán de Guerrero","Infraestructura Carretera","2024","Muro de contención en la comunidad de Texcapa municipio de Tepehuacán de Guerrero.","Texcapa",2493887.64,"0.83160000000000001","2241"
"1147","Tepehuacan De Guerrero","13062","Tepehuacán de Guerrero","Vivienda Asequible","2024","Construcción de cuartos dormitorios en el municipio de Tepehuacán de Guerrero","Acoyotla Cahuazas De Morelos (Rancho Alegre) Chilijapa San Andrés",3437345.39,"0","NA"
"1158","Tepehuacan De Guerrero","13062","Tepehuacán de Guerrero","Infraestructura Carretera","2024","Rehabilitación de camino E.C. de Tamala a Tepehuacan a San Miguel del km 0.000 al km 9.400 en el municipio de Tepehuacan de Guerrero.","San Miguel Ayotempa",7375860.74,"0.5","2783"
"1159","Tepehuacan De Guerrero","13062","Tepehuacán de Guerrero","Infraestructura Carretera","2023","Rehabilitación del tramo Tenango - Ahuatetla del km 0+000 al km 7+300 en el municipio de Tepehuacán de Guerrero","Tenango",5680135.54,"1","150"
"1150","Tepehuacan De Guerrero","13062","Tepehuacán de Guerrero","Infraestructura Carretera","2024","Rehabilitación de camino puente Cahuazas sobre el camino Cahuazas a Ixtlapalaco en el municipio de Tepehuacán de Guerrero.","Cahuazaz de Morelos (Rancho Alegre)",2988496.83,"0.6823999999999999","667"
"1151","Tepehuacan De Guerrero","13062","Tepehuacán de Guerrero","Infraestructura Carretera","2024","Rehabilitación de la carretera de Chilijapa a Teyahuala a Texcapa municipio de Tepehuacán de Guerrero","Chilijapa",4462024.88,"0.35360000000000003","3873"
"1162","Tepehuacan De Guerrero","13062","Tepehuacán de Guerrero","Infraestructura Carretera","2023","Rehabilitación del acceso a Tizapa del km 0+000 al km 5+500 en el municipio de Tepehuacán de Guerrero","Tizapa",4308733.97,"1","289"
"1149","Tepehuacan De Guerrero","13062","Tepehuacán de Guerrero","Infraestructura Carretera","2023","Construye tu Camino del Acceso a Acuimantla en el municipio de Tepehuacán de Guerrero.","Acuimantla",6412990.75,"0.87","1400"
"1164","Tepehuacan De Guerrero","13062","Tepehuacán de Guerrero","Infraestructura Carretera","2024","Rehabilitación de camino de Zacualtipanito a Petlapixca en el municipio de Tepehuacan de Guerrero.","Varias",2806876.46,"0.215","NA"
"1148","Tepehuacan De Guerrero","13062","Tepehuacán de Guerrero","Vivienda Asequible","2023","Construcción de 26 cuartos dormitorio en el municipio de Tepehuacán de Guerrero","AcoyotlaChilijapaCuatololTeyahualaXilitla",3940298.5,"1","NA"
"1169","Tepeji Del Rio De Ocampo","13063","Tepeji del Río de Ocampo","Infraestructura Carretera","2024","Pavimentación asfáltica del camino rural de San Buenaventura - Cantera de Villagrán en el municipio de Tepeji del Río","Cantera de Villagrán",13486146.5,"0.45","2026"
"1170","Tepeji Del Rio De Ocampo","13063","Tepeji del Río de Ocampo","Infraestructura Hídrica","2022","Construcción de sistema de agua potable de San Buenaventura etapa una de diez","San Buenaventura",1944415.01,"1","4362"
"1172","Tepeji Del Rio De Ocampo","13063","Tepeji del Río de Ocampo","Infraestructura Carretera","2023","Pavimentación de acceso al COBAEH de San Ildefonso en el municipio de Tepeji del Río.","San Ildefonso",23784128.13,"1","4231"
"1173","Tepeji Del Rio De Ocampo","13063","Tepeji del Río de Ocampo","Infraestructura Hídrica","2023","Perforación exploratoria de pozo en Santa María Magdalena Tepeji del Río de Ocampo","Santa María Magdalena",1939624.5,"1","2366"
"1174","Tepeji Del Rio De Ocampo","13063","Tepeji del Río de Ocampo","Infraestructura Hídrica","2024","Terminación de pozo Santa María Magdalena municipio de Tepeji del Río","Santa María Magdalena",3369571.2596,"1","2366"
"1171","Tepeji Del Rio De Ocampo","13063","Tepeji del Río de Ocampo","Infraestructura Hídrica","2024","Construcción de sistema de agua potable de San Buenaventura etapa tres de diez","San Buenaventura",5490855.708,"1","4362"
"1176","Tepeji Del Rio De Ocampo","13063","Tepeji del Río de Ocampo","Infraestructura Carretera","2023","Reconstrucción de la carretera estatal acceso a Tepeji del Río municipio de Tepeji del Río","Tepeji del Río de Ocampo",12414377.06,"1","36618"
"1177","Tepeji Del Rio De Ocampo","13063","Tepeji del Río de Ocampo","Infraestructura Carretera","2025","Construcción de Puente Nuevo Denominado La Romera en el municipio de Tepej del Río de Ocampo","Tepeji del Río de Ocampo",32374782.42,"0","NA"
"1178","Tepeji Del Rio De Ocampo","13063","Tepeji del Río de Ocampo","Espacios Públicos","2023","Fortalecimiento para la Atención de Niñas Niños y Adolescentes Migrantes en el Municipio de Tepeji del Río Estado de Hidalgo para la construcción del Albergue para Niñez y Adolescencia Migrante Acompañada y no Acompañada","Tepejí del Río de Ocampo",67708010.59,"1","NA"
"1175","Tepeji Del Rio De Ocampo","13063","Tepeji del Río de Ocampo","Infraestructura Hídrica","2023","Construcción de sistema de agua potable de San Buenaventura etapa dos de diez Tepeji del Río de Ocampo","Tepeji del Río",3897449.07,"1","NA"
"1180","Tepetitlan","13064","Tepetitlán","Infraestructura Carretera","2023","Rehabilitación de la C.E. Tula de Allende - Tepetitlán en el municipio de Tepetitlán.","General Pedro María Anaya",35437298.97,"1","NA"
"1181","Tepetitlan","13064","Tepetitlán","Vialidades Urbanas","2023","Pavimentación hidráulica en calle Galo en la localidad Gral. Pedro María Anaya municipio de Tepetitlán.","General Pedro María Anaya",2904798,"1","1499"
"1183","Tepetitlan","13064","Tepetitlán","Vialidades Urbanas","2024","Pavimentación hidráulica de calle Michimaloyan en la localidad de la Loma municipio de Tepetitlán","La Loma",4982261.79,"0.99","1134"
"1179","Tepetitlan","13064","Tepetitlán","Vialidades Urbanas","2024","Pavimentación hidráulica en calle Olivos ampliación segunda manzana en el municipio de Tepetitlán","Colonia Ampliación (Segunda Manzana)",2263695.47,"1","676"
"1182","Tepetitlan","13064","Tepetitlán","Infraestructura Hídrica","2022","Construcción de sistema integral de agua potable del pozo Jaguey En La Loma Tepetitlán etapa dos de ocho.","La Loma",3980000,"1","1134"
"1184","Tepetitlan","13064","Tepetitlán","Espacios Públicos","2023","Rehabilitación del Polideportivo en cabecera municipal de Tepetitlán.","Tepetitlán",4352255.9,"1","836"
"1185","Tepetitlan","13064","Tepetitlán","Infraestructura Carretera","2025","Pavimentación hidráulica de acceso a la Col. El Xithi primera sección en el municipio de Tepetitlán.","Tepetitlán",15875903.4,"0","NA"
"1186","Tetepango","13065","Tetepango","Infraestructura Carretera","2024","Reconstrucción de la C.E. Juandhó - Ulapa- Tetepango en el municipio de Tetepango","La Hormiga",10970281.75,"0.95","24"
"1188","Tetepango","13065","Tetepango","Vialidades Urbanas","2023","Construcción de pavimentación hidráulica en calle Las Torres municipio de Tetepango","Tetepango",3132018.17,"1","NA"
"1187","Tetepango","13065","Tetepango","Vialidades Urbanas","2023","Construcción de pavimentación hidráulica en calle Lázaro Cárdenas colonia Rojo Gómez en el municipio de Tetepango","Tetepango",7167175.33,"0.98499999999999999","9145"
"1192","Tezontepec De Aldama","13067","Tezontepec de Aldama","Infraestructura Carretera","2023","Construye Tu Camino del Acceso Panuaya - Mangas en el municipio de Tezontepec de Aldama.","Panuaya",1583922.32,"1","5061"
"1193","Tezontepec De Aldama","13067","Tezontepec de Aldama","Vialidades Urbanas","2023","Pavimentación de concreto hidráulico y construcción de línea de alcantarillado sanitario en calle de Acceso al Banco Bienestar en el municipio de Tezontepec de Aldama","Presas",2326969.29,"1","7798"
"1195","Tezontepec De Aldama","13067","Tezontepec de Aldama","Infraestructura Hídrica","2023","Construcción de ampliación del sistema de agua potable San Gabriel etapa tres de cinco Tezontepec de Aldama","San Gabriel",5000000,"1","3062"
"1196","Tezontepec De Aldama","13067","Tezontepec de Aldama","Infraestructura Hídrica","2024","Construcción de ampliación del sistema de agua potable San Gabriel.(Terminación)","San Gabriel",7546598.54,"1","NA"
"1197","Tezontepec De Aldama","13067","Tezontepec de Aldama","Vialidades Urbanas","2024","Pavimentación hidráulica de avenida Revolución San Gabriel Atengo - Achichilco municipio de Tezontepec de Aldama.","San Gabriel",11887952.07,"0.57179999999999997","3062"
"1189","Tezontepec De Aldama","13067","Tezontepec de Aldama","Infraestructura Carretera","2023","Construye Tu Camino en la localidad de Santa María Nativitas Atengo en el municipio de Tezontepec de Aldama.","Atengo",3756847.1,"0.87","300"
"1191","Tezontepec De Aldama","13067","Tezontepec de Aldama","Infraestructura Carretera","2023","Construye tu Camino del Acceso Panuaya - Centro municipio de Tezontepec de Aldama.","Panuaya",1472089.8,"0.97049999999999992","NA"
"1190","Tezontepec De Aldama","13067","Tezontepec de Aldama","Vivienda Asequible","2024","Construcción de cuartos dormitorios en el municipio de Tezontepec de Aldama","Atengo Binola El Chamizal Huitel Mangas San Gabriel Tezontepec de Aldama",1591074.2,"0","NA"
"1194","Tezontepec De Aldama","13067","Tezontepec de Aldama","Infraestructura Hídrica","2022","Construcción de ampliación del sistema de agua potable San Gabriel etapa dos de cinco.","San Gabriel",1999188.45,"1","3062"
"1198","Tezontepec De Aldama","13067","Tezontepec de Aldama","Vialidades Urbanas","2023","Pavimentación hidráulica de la calle Rio Tula en la colonia San Juan en el municipio de Tezontepec de Aldama.","San Juan (Colonia)",2568558.57,"1","1300"
"1199","Tezontepec De Aldama","13067","Tezontepec de Aldama","Vialidades Urbanas","2023","Pavimentación hidráulica en calle Jazmines en la localidad de Tenango en el municipio de Tezontepec de Aldama.","Tenango",1889203.13,"1","1548"
"1205","Tianguistengo","13068","Tianguistengo","Infraestructura Carretera","2024","Rehabilitación de la carretera Tianguistengo a Pemuxco municipio de Tianguistengo","Varias",35887142.35,"0.31","NA"
"1206","Tianguistengo","13068","Tianguistengo","Infraestructura Carretera","2023","Construye Tu Camino del Tramo Xochimilco - Polintotla en el municipio de Tianguistengo.","Xochimilco",6556729.72,"0.52","1000"
"1202","Tianguistengo","13068","Tianguistengo","Infraestructura Carretera","2023","Reconstrucción de la C.E. Ramal - Tianguistengo (Acceso a Tianguistengo)","Tianguistengo",25485576.07,"1","1731"
"1203","Tianguistengo","13068","Tianguistengo","Infraestructura Carretera","2025","Modernización del camino tramo Tianguistengo - Chinameca en el municipio de Tianguistengo","Tianguistengo",16962781.71,"0","NA"
"1200","Tianguistengo","13068","Tianguistengo","Infraestructura Carretera","2024","Rehabilitacion C.R. crucero de Otlamalacatla a Xochimilco subtramo Otlamalacatla El Hormiguero en el municipio de Tianguistengo.","Otlamalacatla",7673215.76,"0.85","926"
"1204","Tianguistengo","13068","Tianguistengo","Vivienda Asequible","2022","Construcción de Cuarto Dormitorio en el municipio de Tianguistengo","Varias",1322234.5,"1","52"
"1201","Tianguistengo","13068","Tianguistengo","Infraestructura Carretera","2024","Rehabilitación de la C.E. Zacualtipán a Soyatla tramo Oxpantla a Soyatla en el municipio de Tianguistengo","Soyatla",14382050.49,"0.36","732"
"1208","Tizayuca","13069","Tizayuca","Vialidades Urbanas","2023","Pavimentación de concreto hidráulico en el acceso a Huitzila tramo: E.C. Carr. México - Pachuca a la calle Campeche en el municipio de Tizayuca.","Tizayuca",22171868.39,"1","60265"
"1209","Tizayuca","13069","Tizayuca","Vialidades Urbanas","2023","Pavimentación asfáltica circuito Pirules municipio de Tizayuca.","Tizayuca",7338700.76,"1","NA"
"1210","Tizayuca","13069","Tizayuca","Vialidades Urbanas","2023","Rehabilitación de pavimento asfáltico de la avenida Juárez tramo: Blvd. Las Torres hacia E.C Libramiento Club Rotario en el municipio de Tizayuca.","Tizayuca",12100470.97,"1","NA"
"1207","Tizayuca","13069","Tizayuca","Vialidades Urbanas","2024","Construcción de calle en la localidad de Tepojaco en el municipio de Tizayuca","Tepojaco",3191190.19,"1","8361"
"1211","Tizayuca","13069","Tizayuca","Infraestructura Hídrica","2024","Adecuación al tren de piezas de pozos del acueducto Tizayuca.","Tizayuca",14000000,"En proceso de validación","60265"
"1212","Tizayuca","13069","Tizayuca","Vialidades Urbanas","2024","Rehabilitación del Boulevard Ejército Mexicano tramo Glorieta del Soldado E.C.F. México Pachuca.","Tizayuca",10855545.43,"0.85","NA"
"1213","Tizayuca","13069","Tizayuca","Infraestructura Hídrica","2022","Inversión de 2.8 mdp en la adquisición de 6 macromedidores para pozos tanques y cárcamos principales de Matilde y Tizayuca.","Varias",2831115.94,"1","120960"
"1214","Tizayuca Y Pachuca","NA","NA","Infraestructura Hídrica","2022","Inversión de 3 mdp en la adquisición de 5 equipos de bombeo de Tizayuca Téllez y Pachuca.","Varias",3014726.32,"1","NA"
"1218","Tlahuelilpan","13070","Tlahuelilpan","Infraestructura Carretera","2025","Rehabilitación de pavimento libramiento Tlahuelilpan segunda etapa en el municipio de Tlahuelilpan","Tlahuelilpan",22779719.81,"0","NA"
"1215","Tlahuelilpan","13070","Tlahuelilpan","Espacios Públicos","2023","Rehabilitación de Centro Gerontológico Integral de Tlahuelilpan","Tlahuelilpan",2905405.09,"1","NA"
"1216","Tlahuelilpan","13070","Tlahuelilpan","Infraestructura Carretera","2023","Reconstrucción de la C.E. Mixquiahuala - Tula (paso por Tlahuelilpan).","Tlahuelilpan",14508854.98,"1","8657"
"1217","Tlahuelilpan","13070","Tlahuelilpan","Infraestructura Carretera","2024","Rehabilitación de pavimento libramiento Tlahuelilpan.","Tlahuelilpan",8113365.41,"1","8657"
"1219","Tlahuiltepa","13071","Tlahuiltepa","Vivienda Asequible","2024","Construcción de cuartos dormitorios en el municipio de Tlahuiltepa","Calderones Cerro Del Águila El Duraznito Itztamichapa Las Manzanas Lázaro Cárdenas Palo Perdido San Marcos ",4037183.79,"0","NA"
"1220","Tlahuiltepa","13071","Tlahuiltepa","Infraestructura Hídrica","2023","Construcción de sistema de agua potable de la localidad de Cerro Chato municipio de Tlahuiltepa","Cerro Chato",7622780.2,"1","87"
"1221","Tlahuiltepa","13071","Tlahuiltepa","Infraestructura Hídrica","2024","Construcción de el Sistema de Agua Potable de la localidad de Cerro Chato Municipal de Tlahuiltepa estado de Hidalgo.","Cerro Chato",950774.43,"0.7","87"
"1222","Tlahuiltepa","13071","Tlahuiltepa","Infraestructura Carretera","2024","Construye tu camino del tramo Las Manzanas - El Roble en el municipio de Tlahuiltepa.","Las Manzanas
El Roble",8900000,"0","NA"
"1223","Tlahuiltepa","13071","Tlahuiltepa","Vialidades Urbanas","2022","Construcción de pavimentación hidráulica acceso principal en la localidad de San Andrés Miraflores municipio de Tlahuiltepa","San Andrés Miraflores",991756.8,"1","306"
"1226","Tlahuiltepa","13071","Tlahuiltepa","Infraestructura Carretera","2024","Construcción de pavimento de concreto hidráulico en acceso a cabecera de Tlahuiltepa","Tlahuiltepa",48377795.13,"0.71860000000000002","286"
"1227","Tlahuiltepa","13071","Tlahuiltepa","Infraestructura Carretera","2023","Construcción de Pavimentación de Concreto Hidráulico del Camino Tlaxcantitla - Santa María en el municipio de Tlahuiltepa.","Tlaxcantitla",44621342.03,"0.79500000000000004","1252"
"1224","Tlahuiltepa","13071","Tlahuiltepa","Infraestructura Carretera","2022","Construcción de Pavimento de Concreto Hidráulico en acceso a cabecera municipal de Tlahuiltepa Tramo: Tlahuiltepa - Itztacoyotla municipio de Tlahuiltepa","Tlahuiltepa",31861378.33,"1","1252"
"1225","Tlahuiltepa","13071","Tlahuiltepa","Infraestructura Carretera","2022","Construcción de Pavimento de concreto hidráulico de acceso a cabecera municipio de Tlahuiltepa","Tlahuiltepa",14951336.78,"1","NA"
"1230","Tlahuiltepa","13071","Tlahuiltepa","Vivienda Asequible","2022","Construcción de Cuarto Dormitorio en el municipio de Tlahuiltepa","Varias",5205986.57,"1","NA"
"1228","Tlahuiltepa","13071","Tlahuiltepa","Infraestructura Carretera","2024","Reconstrucción de concreto hidráulico de la C.E. Juárez - Tlahuiltepa municipio de Tlahuiltepa.","Tlaxcantitla",760435.91,"0.56769999999999998","193"
"1229","Tlahuiltepa","13071","Tlahuiltepa","Infraestructura Hídrica","2022","Construcción de sanitario con biodigestor en el municipio de Tlahuiltepa","Varias",830196.66,"1","NA"
"1234","Tlanalapa","13072","Tlanalapa","Infraestructura Carretera","2025","Ampliación y rehabilitación del tramo carretero Tlanalapa - Cd. Sahagún acceso principal (Primera etapa) en el municipio de Tlanalapa","Tlanalapa",25000000,"0","NA"
"1233","Tlanalapa","13072","Tlanalapa","Infraestructura Carretera","2024","Pavimentación asfáltica en camino Col. Bonfil - salida a Tepeapulco en el municipio de Tlanalapa","Tlanalapa",9279927.49,"0.94","8062"
"1231","Tlanalapa","13072","Tlanalapa","Infraestructura Hídrica","2024","Rehabilitación de red de agua potable en San Isidro municipio de Tlanalapa.","San Isidro (Fraccionamiento)",2938922.42,"0.248","1277"
"1235","Tlanalapa","13072","Tlanalapa","Vialidades Urbanas","2023","Reconstrucción de calle asfáltica Tlanalapa - Chinconcuac en el municipio de Tlanalapa","Varias",7457271.85,"1","NA"
"1232","Tlanalapa","13072","Tlanalapa","Vialidades Urbanas","2023","Pavimentación asfáltica de calle Insurgentes Oriente - Niños Héroes Sur municipio de Tlanalapa","Tlanalapa",3562166.35,"1","8062"
"1236","Tlanchinol","13073","Tlanchinol","Infraestructura Carretera","2023","Rehabilitación del acceso a Acahuasco del km 0+000 al km 6+000 en el municipio de Tlanchinol.","Acahuasco",5128499.07,"1","1358"
"1237","Tlanchinol","13073","Tlanchinol","Infraestructura Carretera","2023","Rehabilitación del tramo E.C. (Casetas - Otongo) - Amoxco del Km 0+000 al Km 14+500.","Amoxco",11318206.64,"1","345"
"1247","Tlanchinol","13073","Tlanchinol","Infraestructura Carretera","2023","Rehabilitación del acceso a Toctitlán del km 0+000 al km 4+300 .","San Salvador",6673990.49,"0.9","538"
"1248","Tlanchinol","13073","Tlanchinol","Infraestructura Carretera","2023","Rehabilitación del tramo: San Salvador-Toctitlán del km 0+000 al km 5+000.","San Salvador",3919130.81,"1","NA"
