"ID"	"No."	"NOM_MUN"	"Rubro"	"Ejercicio"	"Obra"	"Localidad"	"Habitantes beneficiados"	"Ejecutora"	"Trabajos"	"tiene_geo"
"1280_Tula de Allende"	1280	"Tula de Allende"	"Infraestructura Carretera"	2023	"Reconstrucción de la C.E. Tula de Allende - Zaragoza; en el municipio de Tula de Allende"	"Varias"	NA	"DGCCE"	"Considera trabajos para la reconstrucción y/o conservación de Infraestructura Carretera en la localidad de Varias municipio de Tula de Allende"	TRUE
"1281_Tula de Allende"	1281	"Tula de Allende"	"Vialidades Urbanas"	2023	"Reconstrucción de acceso a las col. de Satelite, Violetas, Galaxia I y Galaxia II, en el municipio de Tula de Allende."	"Varias"	NA	"DGCCE"	"Considera trabajos en la rehabilitación y/o mejoramiento de las vialidades urbanas en el muncipio de Tula de Allende"	TRUE
"1282_Tula de Allende"	1282	"Tula de Allende"	"Espacios Públicos"	2024	"Construcción de puente peatonal El Chamizal, San Marcos - El Carmen, en el municipio de Tula de Allende"	"Varias"	NA	"DGIVC"	"Considera trabajos en infraestructura del Espacio Público en el municipio de Tula de Allende."	TRUE
"1284_Tula de Allende"	1284	"Tula de Allende"	"Infraestructura Carretera"	2024	"Reconstrucción de la carretera Tula - Xochitlán, en el municipio de Tula de Allende"	"Xochitlán de Las Flores"	1773	"DGIVC"	"Considera trabajos para la reconstrucción y/o conservación de Infraestructura Carretera en la localidad de Xochitlán de Las Flores municipio de Tula de Allende"	TRUE
"1289_Tulancingo de Bravo"	1289	"Tulancingo de Bravo"	"Vialidades Urbanas"	2023	"Construcción de pavimentación hidráulica en la calle de acceso al IMSS, Subdelegación Tulancingo, en el municipio de Tulancingo"	"Santa María El Chico"	749	"DGOPI"	"Considera los trabajos de preliminares, piso para pavimento de concreto hidráulico."	FALSE
"1290_Tulancingo de Bravo"	1290	"Tulancingo de Bravo"	"Vialidades Urbanas"	2024	"Terminación de la pavimentación del acceso al IMSS, en el municipio de Tulancingo de Bravo"	"Santa María El Chico"	5308	"DGIVC"	"Considera trabajos en la rehabilitación y/o mejoramiento de las vialidades urbanas en la localidad de Santa María El Chico muncipio de Tulancingo de Bravo"	FALSE
"1294_Tulancingo de Bravo"	1294	"Tulancingo de Bravo"	"Infraestructura Carretera"	2023	"Construcción del Distribuidor Vial Entronque Carretera Federal Tuxpan - Jaltepec, en el Municipio de Tulancingo de Bravo."	"Tulancingo"	NA	"DGIVC"	"Terracerías, obras de drenjaje pluvial, base hidráulica, guaniciones y banquetas, señalamiento."	FALSE
"1298_Tulancingo de Bravo"	1298	"Tulancingo de Bravo"	"Vivienda Asequible"	2024	"Construcción de cuartos dormitorios en el municipio de Tulancingo de Bravo"	"Tulancingo"	NA	"CEVI"	"Considera los trabajos de construcción de cuarto dormitorio en terreno del beneficiario."	FALSE
"130_Calnali"	130	"Calnali"	"Infraestructura Carretera"	2024	"Rehabilitación del camino Pezmatlán a Tula, en la localidad de Tula, municipio de Calnali"	"Tula"	337	NA	"Considera los trabajos de preliminares, revestimiento de camino en la localidad de Tula municipio de Calnali"	TRUE
"1300_Tulancingo de Bravo"	1300	"Tulancingo de Bravo"	"Infraestructura Carretera"	2024	"Rehabilitación de la carretera paso por Tulancingo, municipio de Tulancingo de Bravo"	"Tulancingo"	NA	NA	"Considera trabajos para la reconstrucción y/o conservación de Infraestructura Carretera en la localidad de Tulancingo municipio de Tulancingo de Bravo"	FALSE
"1305_Varios"	1305	"Cobertura Estatal"	"Infraestructura Hídrica"	2023	"Indirectos para Supervisión Técnica"	"Varias"	NA	"CEAA"	"Se ejecutan acciones para la ejecución de obras en Infraestructura hídrica."	FALSE
"1306_Varios"	1306	"Cobertura Estatal"	"Infraestructura Hídrica"	2024	"AHC Hipoclorito de calcio"	"Varias"	NA	"CEAA"	"Realizar análisis de las características físico-químicas del agua ,con el ﬁn de conocer su calidad, detectar contaminantes presentes en el agua y veriﬁcar que se cumpla con la normatividad vigente para uso y consumo humano. Así mismo, se apoya a los municipios a prevenir el surgimiento de enfermedades por  contaminación del agua."	FALSE
"1307_Varios"	1307	"Cobertura Estatal"	"Infraestructura Hídrica"	2024	"ACS Hipoclorito de sodio"	"Varias"	NA	"CEAA"	"Realizar análisis de las características físico-químicas del agua ,con el ﬁn de conocer su calidad, detectar contaminantes presentes en el agua y veriﬁcar que se cumpla con la normatividad vigente para uso y consumo humano. Así mismo, se apoya a los municipios a prevenir el surgimiento de enfermedades por  contaminación del agua."	FALSE
"1308_Varios"	1308	"Cobertura Estatal"	"Infraestructura Hídrica"	2024	"EQ6Ad- Filtro domiciliario"	"Varias"	NA	"CEAA"	"Realizar análisis de las características físico-químicas del agua ,con el ﬁn de conocer su calidad, detectar contaminantes presentes en el agua y veriﬁcar que se cumpla con la normatividad vigente para uso y consumo humano. Así mismo, se apoya a los municipios a prevenir el surgimiento de enfermedades por  contaminación del agua."	FALSE
"1309_Varios"	1309	"Cobertura Estatal"	"Infraestructura Hídrica"	2024	"EQ6Ac- Filtro comunitario"	"Varias"	NA	"CEAA"	"Realizar análisis de las características físico-químicas del agua ,con el ﬁn de conocer su calidad, detectar contaminantes presentes en el agua y veriﬁcar que se cumpla con la normatividad vigente para uso y consumo humano. Así mismo, se apoya a los municipios a prevenir el surgimiento de enfermedades por  contaminación del agua."	FALSE
"1310_Varios"	1310	"Cobertura Estatal"	"Infraestructura Hídrica"	2024	"Atención Social y Participación Comunitaria"	"Varias"	NA	"CEAA"	"Realizar acciones a través de los Espacios de Cultura&#10;del Agua, con la ﬁnalidad de concientizar a la población hidalguense en el cuidado y preservación del vital líquido, así como del pago oportuno del servicio de agua."	FALSE
"1311_Varios"	1311	"Cobertura Estatal"	"Infraestructura Hídrica"	2024	"Fortalecimiento de Capacidades"	"Varias"	NA	"CEAA"	"Realizar acciones a través de los Espacios de Cultura&#10;del Agua, con la ﬁnalidad de concientizar a la población hidalguense en el cuidado y preservación del vital líquido, así como del pago oportuno del servicio de agua."	FALSE
"1312_Varios"	1312	"Cobertura Estatal"	"Infraestructura Hídrica"	2024	"Fortalecimiento de Espacios de Cultura del Agua"	"Varias"	NA	"CEAA"	"Realizar acciones a través de los Espacios de Cultura&#10;del Agua, con la ﬁnalidad de concientizar a la población hidalguense en el cuidado y preservación del vital líquido, así como del pago oportuno del servicio de agua."	FALSE
"1313_Varios"	1313	"Cobertura Estatal"	"Infraestructura Hídrica"	2024	"Material Didáctico Inédito de Cultura del Agua"	"Varias"	NA	"CEAA"	"Realizar acciones a través de los Espacios de Cultura&#10;del Agua, con la ﬁnalidad de concientizar a la población hidalguense en el cuidado y preservación del vital líquido, así como del pago oportuno del servicio de agua."	FALSE
"1314_Varios"	1314	"Cobertura Estatal"	"Infraestructura Hídrica"	2024	"Material Didáctico Adquirido de Cultura del Agua"	"Varias"	NA	"CEAA"	"Realizar acciones a través de los Espacios de Cultura&#10;del Agua, con la ﬁnalidad de concientizar a la población hidalguense en el cuidado y preservación del vital líquido, así como del pago oportuno del servicio de agua."	FALSE
"1315_Varios"	1315	"Cobertura Estatal"	"Infraestructura Hídrica"	2024	"DCA-01 Mobiliario de oficina para el laboratorio de calidad del agua"	"Varias"	NA	"CEAA"	"Realizar análisis de las características físico-químicas del agua ,con el ﬁn de conocer su calidad, detectar contaminantes presentes en el agua y veriﬁcar que se cumpla con la normatividad vigente para uso y consumo humano. Así mismo, se apoya a los municipios a prevenir el surgimiento de enfermedades por  contaminación del agua."	FALSE
"1316_Varios"	1316	"Cobertura Estatal"	"Infraestructura Hídrica"	2024	"DCA-02 Bienes informáticos para el laboratorio de calidad del agua"	"Varias"	NA	"CEAA"	"Realizar análisis de las características físico-químicas del agua ,con el ﬁn de conocer su calidad, detectar contaminantes presentes en el agua y veriﬁcar que se cumpla con la normatividad vigente para uso y consumo humano. Así mismo, se apoya a los municipios a prevenir el surgimiento de enfermedades por  contaminación del agua."	FALSE
"1317_Varios"	1317	"Cobertura Estatal"	"Infraestructura Hídrica"	2024	"DCA-03 Accesorios y suministros de laboratorio de calidad del agua"	"Varias"	NA	"CEAA"	"Realizar análisis de las características físico-químicas del agua ,con el ﬁn de conocer su calidad, detectar contaminantes presentes en el agua y veriﬁcar que se cumpla con la normatividad vigente para uso y consumo humano. Así mismo, se apoya a los municipios a prevenir el surgimiento de enfermedades por  contaminación del agua."	FALSE
"1318_Varios"	1318	"Cobertura Estatal"	"Infraestructura Hídrica"	2024	"DCA-04 Sustancias químicas para análisis de calidad del agua (NOM-127-SSA)"	"Varias"	NA	"CEAA"	"Realizar análisis de las características físico-químicas del agua ,con el ﬁn de conocer su calidad, detectar contaminantes presentes en el agua y veriﬁcar que se cumpla con la normatividad vigente para uso y consumo humano. Así mismo, se apoya a los municipios a prevenir el surgimiento de enfermedades por  contaminación del agua."	FALSE
"1319_Varios"	1319	"Cobertura Estatal"	"Infraestructura Hídrica"	2024	"DCA-05 Otros Equipos especializados para el laboratorio de calidad del agua"	"Varias"	NA	"CEAA"	"Realizar análisis de las características físico-químicas del agua ,con el ﬁn de conocer su calidad, detectar contaminantes presentes en el agua y veriﬁcar que se cumpla con la normatividad vigente para uso y consumo humano. Así mismo, se apoya a los municipios a prevenir el surgimiento de enfermedades por  contaminación del agua."	FALSE
"1347_Varios"	1347	"Cobertura Estatal"	"Infraestructura Hídrica"	2024	"Equipo para determinar la Demanda Biológica de Oxigeno (DBO), para muestreo de aguas residuales"	"Varias"	NA	"CEAA"	"Realizar análisis de las características físico-químicas del agua ,con el ﬁn de conocer su calidad, detectar contaminantes presentes en el agua y veriﬁcar que se cumpla con la normatividad vigente para uso y consumo humano. Así mismo, se apoya a los municipios a prevenir el surgimiento de enfermedades por  contaminación del agua."	FALSE
"1348_Varios"	1348	"Cobertura Estatal"	"Infraestructura Hídrica"	2024	"Suministro, instalación y prueba de planta purificadora"	"Varias"	NA	"CEAA"	"Se ejecutan acciones para la ejecución de obras en Infraestructura hídrica."	FALSE
"1349_San Agustín Tlaxiaca"	1349	"San Agustín Tlaxiaca"	"Infraestructura Hídrica"	2024	"Certificación de laboratorio de la CEAA bajo el sistema de Gestión de Calidad ISO 17025"	"Varias"	NA	"CEAA"	"Se ejecutan acciones para la ejecución de obras en Infraestructura hídrica."	TRUE
"1363_Xochiatipan"	1363	"Xochiatipan"	"Infraestructura Carretera"	2024	"Rehabilitación de la carretera Nuevo Acatepec a Atlalco, municipio de Xochiatipan"	"Nuevo Acatepec (Mezcalapa)"	180	NA	"Considera trabajos para la reconstrucción y/o conservación de Infraestructura Carretera en la localidad de Nuevo Acatepec (Mezcalapa) municipio de Xochiatipan"	TRUE
"1368_Xochiatipan"	1368	"Xochiatipan"	"Vivienda Asequible"	2024	"Construcción de cuartos dormitorios en el municipio de Xochiatipan"	"Ohuatipa, Pohuantitla"	NA	"CEVI"	"Considera los trabajos de construcción de cuarto dormitorio en terreno del beneficiario."	TRUE
"1369_Xochiatipan"	1369	"Xochiatipan"	"Infraestructura Carretera"	2024	"Rehabilitación del Camino a Pachiquitla a entronque ramal a Xochiatipan, municipio de Xochiatipan."	"Pachiquitla"	1156	NA	"Considera los trabajos de preliminares, revestimiento de camino en la localidad de Pachiquitla municipio de Xochiatipan"	TRUE
"1372_Xochiatipan"	1372	"Xochiatipan"	"Infraestructura Hídrica"	2023	"Construcción de Sanitario con Biodigestor, en el municipio de Xochiatipan"	"Varias"	NA	"SIPDUS"	"Considera los trabajos instalación hidráulica, instalación eléctrica, instalación de biodigestor, acabados y albañilería, excavación de biodigestor."	TRUE
"1373_Xochiatipan"	1373	"Xochiatipan"	"Vivienda Asequible"	2022	"Construcción de Cuarto Dormitorio, en el municipio de Xochiatipan"	"Varias"	224	"DGIVC"	"Considera los trabajos de construcción de cuarto dormitorio en terreno del beneficiario."	TRUE
"1386_Yahualica"	1386	"Yahualica"	"Vivienda Asequible"	2024	"Construcción de cuartos dormitorios en el municipio de Yahualica"	"Atlalco, Chiatitla"	NA	"CEVI"	"Considera los trabajos de construcción de cuarto dormitorio en terreno del beneficiario."	TRUE
"1390_Yahualica"	1390	"Yahualica"	"Infraestructura Carretera"	2023	"Rehabilitación de C.R. Crisolco - Tecacalax, en el municipio de Yahualica."	"Crisolco"	21986	"DGCCE"	"Se consideran trabajos de revestimiento, cunetas y limpieza de cunetas."	TRUE
"1395_Yahualica"	1395	"Yahualica"	"Infraestructura Carretera"	2023	"Modernización y ampliación del camino Mecatlán - Mesa Larga, tramo: del Km 0+000 al Km 1+500; en el municipio de Yahualica."	"Mesa Larga"	2469	"DGCCE"	"Considera los trabajos  de modernización y ampliación del camino en la localidad de Mesa Larga municipio de Yahualica."	TRUE
"140_Cardonal"	140	"Cardonal"	"Infraestructura Carretera"	2024	"Construye Tu Camino del Acceso a El Molino, en el municipio de Cardonal"	"El Sauz"	500	"DGCCE"	"Considera los trabajos de construcción de huellas de concreto hidráulico y empedrado en la localidad, el cual consta de terracerías y pisos de concreto."	TRUE
"1401_Yahualica"	1401	"Yahualica"	"Infraestructura Carretera"	2023	"Rehabilitación del tramo Tres Huastecas - Tamalcuatitla, del km 0+000 al km 3+000; en el municipio de Yahualica."	"Tamalcuatitla"	853	"DGIVC"	"Se consideran trabajos de revestimiento, cunetas y limpieza de cunetas."	TRUE
"1402_Yahualica"	1402	"Yahualica"	"Infraestructura Carretera"	2024	"Rehabilitación de camino Xóchitl a Tenamaxtepec, del Km 0.000 al Km 3.780, en el municipio de Yahualica."	"Tenamaxtepec"	856	"DGIyVC"	"Considera los trabajos de preliminares, revestimiento de camino en la localidad de Tenamaxtepec municipio de Yahualica"	TRUE
"1403_Yahualica"	1403	"Yahualica"	"Vivienda Asequible"	2022	"Construcción de cuarto dormitorio, en el municipio de Yahualica"	"Varias"	NA	"DGIVC"	"Considera los trabajos de construcción de cuarto dormitorio en terreno del beneficiario."	FALSE
"1404_Yahualica"	1404	"Yahualica"	"Vivienda Asequible"	2022	"Construcción de Cuarto Dormitorio, en el municipio de Yahualica"	"Varias"	NA	"DGIVC"	"Considera los trabajos de construcción de cuarto dormitorio en terreno del beneficiario."	FALSE
"1409_Zacualtipán de Ángeles"	1409	"Zacualtipán de Ángeles"	"Vivienda Asequible"	2024	"Construcción de cuartos dormitorios en el municipio de Zacualtipán de Ángeles"	"El Reparo, Tlahuelompa, Zacualtipán"	NA	"CEVI"	"Considera los trabajos de construcción de cuarto dormitorio en terreno del beneficiario."	TRUE
"1428_Zapotlán de Juárez"	1428	"Zapotlán de Juárez"	"Vialidades Urbanas"	2023	"Construcción de pavimento hidráulico en calle Calvario en tramo 1 (entre calle Corregidora y parte alta de Calvario), tramo 2 (entre calle Matamoros y calle Ciprés) en la localidad de Acayuca; en el municipio de Zapotlán de Juárez"	"Acayuca"	11018	"DGOPI"	"Considera los trabajos de preliminares, piso para pavimento de concreto hidráulico."	TRUE
"1429_Zapotlán de Juárez"	1429	"Zapotlán de Juárez"	"Vialidades Urbanas"	2023	"Pavimentación integral en calle Matamoros sur entre calle Melchor Ocampo y Av. Matamoros"	"Acayuca"	NA	"DGCCE"	"Considera los trabajos de preliminares, piso para pavimento de concreto hidráulico."	TRUE
"1430_Zapotlán de Juárez"	1430	"Zapotlán de Juárez"	"Vialidades Urbanas"	2023	"Construcción de pavimento asfáltico en calle de Las Flores y calle Olímpica, en la localidad de Acayuca; en el municipio de Zapotlán de Juárez."	"Acayuca"	NA	"DGOPI"	"Considera los trabajos de preliminares, piso para pavimento de concreto hidráulico."	TRUE
"1431_Zapotlán de Juárez"	1431	"Zapotlán de Juárez"	"Vialidades Urbanas"	2024	"Reconstrucción de la Av. Hidalgo en pavimento hidráulico en la comunidad de Acayuca en el municipio de Zapotlán de Juárez."	"Acayuca"	11018	"DGIVC"	"Considera los trabajos de preliminares, piso para pavimento de concreto hidráulico."	TRUE
"1432_Zapotlán de Juárez"	1432	"Zapotlán de Juárez"	"Espacios Públicos"	2022	"Construcción del Centro de Salud en la localidad de San Pedro Huaquilpan, municipio de Zapotlán de Juárez"	"San Pedro Huaquilpan"	5175	"DGCCE"	"Considera trabajos en infraestructura de salud en la localidad San Pedro Huaquilpan de  municipio de Zapotlán de Juárez."	TRUE
"1433_Zapotlán de Juárez"	1433	"Zapotlán de Juárez"	"Vialidades Urbanas"	2023	"Reconstrucción de pavimento hidráulico en calle Línea divisoria en San Pedro Huaquilpan; en el municipio de Zapotlán."	"San Pedro Huaquilpan"	5175	"DGCCE"	"Se realizará la reconstrucción de pavimento hidráulico contemplando las siguientes partidas: preeliminares, terracerías, pavimento hidráulico, acabados señalamiento."	TRUE
"1434_Zapotlán de Juárez"	1434	"Zapotlán de Juárez"	"Vialidades Urbanas"	2023	"Construcción de pavimento hidráulico en calle línea divisoria en tramo 1 (entre calle Art 1932 y calle Reforma) tramo 2 (entre calle Fco. Márquez y calle Juan Álvarez) en la localidad de San Pedro Huaquilpan; en el municipio de Zapotlán de Juárez."	"San Pedro Huaquilpan"	NA	"DGOPI"	"Considera los trabajos de preliminares, piso para pavimento de concreto hidráulico."	TRUE
"1436_Zapotlán de Juárez"	1436	"Zapotlán de Juárez"	"Espacios Públicos"	2023	"Estudio de geotecnia para determinar la capacidad de carga del suelo de la reserva territorial Zapotlán; en el municipio de Zapotlán de Juárez."	"Zapotlan de Juárez"	NA	"DGEP"	"Considera los trabajos de estudios, proyecto conceptual y proyecto ejecutivo."	TRUE
"1437_Zapotlán de Juárez"	1437	"Zapotlán de Juárez"	"Espacios Públicos"	2023	"Levantamiento topográfico para reconocimiento y delimitación de bienes inmuebles, propiedad de la Agencia de Desarrollo Valle de Plata; en el municipio de Zapotlán de Juárez."	"Zapotlán de Juárez"	NA	"DGEP"	"Considera trabajos de Levantamiento topográfico en infraestructura del Espacio Pùblico en el municipio de Zapotlán de Juárez."	TRUE
"1439_Zapotlán de Juárez"	1439	"Zapotlán de Juárez"	"Espacios Públicos"	2024	"Estudio de Evaluación Ambiental del Sitio (ESA) Fase I,  Norma ASTME1527-21 para la evaluación de la contaminación ambiental en propiedades industriales, comerciales y de servicios para la Reserva Territorial Zapotlán, en aproximadamente 925 ha de superficie."	"Zapotlán de Juárez"	NA	NA	"Considera los trabajos de estudios, proyecto conceptual y proyecto ejecutivo."	TRUE
"1440_Zapotlán de Juárez"	1440	"Zapotlán de Juárez"	"Espacios Públicos"	2024	"Elaboración de estudio de impacto vial y urbano para el desarrollo de proyectos estratégicos tipo industrial para la Reserva Territorial Zapotlán."	"Zapotlán de Juárez"	NA	NA	"Considera los trabajos Elaboración de estudio de impacto vial y urbano."	TRUE
"1441_Zapotlán de Juárez"	1441	"Zapotlán de Juárez"	"Infraestructura Hídrica"	2024	"Estudio hidrológico para la Reserva Territorial Zapotlán, en aproximadamente 925 ha de superficie."	"Zapotlán de Juárez"	NA	"DGEP"	"Considera los trabajos de  recopilación y análisis de la información hidro climatológica, determinación de las características fisiográficas de la cuenca, determinación de las características edafológicas, determinación de las características hidrológicas."	TRUE
"1442_Zapotlán de Juárez"	1442	"Zapotlán de Juárez"	"Espacios Públicos"	2024	"Construcción del cercado perimetral tipo ganadero mediante postes de concreto y alambre de púas sobre propiedades pertenecientes a la ADVP, con una superficie aproximada de 15.20 ha en total, para su delimitación y salvaguarda de bienes inmuebles destinados a proyectos estratégicos del Estado."	"Zapotlán de Juárez"	4978	NA	"Considera trabajos en infraestructura del Espacio Público en el municipio de Zapotlán de Juárez."	FALSE
"1445_Zempoala"	1445	"Zempoala"	"Vialidades Urbanas"	2023	"Pavimentación hidráulica en calle 01 de Junio, en la localidad de El Mirador; en el municipio de Zempoala."	"El Mirador"	2385	"DGIVC"	"Considera los trabajos de preliminares, piso para pavimento de concreto hidráulico."	TRUE
"1446_Zempoala"	1446	"Zempoala"	"Espacios Públicos"	2023	"Estudio y proyecto para la construcción de oficinas de Secretaría de Movilidad y Transporte."	"Jagüey de Tellez (Estación Tellez)"	0	"DGEP"	"Considera los trabajos de estudios, proyecto conceptual y proyecto ejecutivo."	FALSE
